# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s);Total velocity (m/s);Total acceleration (m/s);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction ();Lateral velocity (m/s);Lateral acceleration (m/s);Latitude ();Longitude ();Gravitational acceleration (m/s);Angle of attack ();Roll rate (/s);Pitch rate (/s);Yaw rate (/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kgm);Rotational moment of inertia (kgm);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s);Reference length (mm);Reference area (m);Vertical orientation (zenith) ();Lateral orientation (azimuth) ();Wind velocity (m/s);Air temperature (C);Air pressure (Pa);Speed of sound (m/s);Simulation time step (s);Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
7.5002;628.05;72.864;-11.032;73.819;11.035;55.588;48.664;73.879;41.2;11.839;0.21096;-23.364;-47.999;9.7845;0.33618;0;1.7029;-0.95032;8256.4;0;5.5915;0.01467;1650.2;1402.3;3.0644;0.21354;13118091;0;10.414;0.72171;0.72196;0.43539;0.1604;0.12593;0.039328;0.11939;4.9702e-5;0;0;0;0;9.5823e-4;0.010291;80.9;0.0051403;81.624;58.506;NaN;22.497;87790;344.93;0.01;0.76754
7.5102;628.78;72.754;-11.029;73.71;11.031;55.676;48.742;73.998;41.201;11.837;0.20853;-23.364;-47.999;9.7845;0.31185;0;1.7193;-0.94564;8256.4;0;5.5915;0.01467;1651.2;1402.3;3.0765;0.21323;13097911;0;10.381;0.72169;0.72191;0.4354;0.16039;0.12591;0.036388;0.11105;2.2068e-4;0;0;0;0;9.7962e-4;0.010277;80.9;0.0051403;81.613;58.396;NaN;22.491;87783;344.93;0.01;0.76786
7.5202;629.5;72.643;-11.025;73.601;11.027;55.765;48.821;74.116;41.202;11.835;0.20621;-23.364;-47.999;9.7845;0.28741;0;1.7351;-0.93995;8256.4;0;5.5915;0.01467;1652.1;1402.3;3.0887;0.21291;13077741;0;10.349;0.72168;0.72186;0.4354;0.16038;0.12589;0.033448;0.10271;1.6557e-4;0;0;0;0;0.0010007;0.010262;80.9;0.0051403;81.602;58.285;NaN;22.485;87776;344.93;0.01;0.76818
7.5302;630.23;72.533;-11.021;73.492;11.023;55.853;48.9;74.234;41.202;11.833;0.20401;-23.364;-47.999;9.7845;0.26287;0;1.7505;-0.93298;8256.4;0;5.5915;0.01467;1653.1;1402.3;3.101;0.21259;13057581;0;10.317;0.72166;0.72181;0.43541;0.16037;0.12588;0.030512;0.093984;6.3776e-4;0;0;0;0;0.0010216;0.010247;80.9;0.0051403;81.59;58.174;NaN;22.479;87768;344.92;0.01;0.76849
7.5402;630.96;72.423;-11.017;73.383;11.019;55.942;48.978;74.353;41.203;11.831;0.20192;-23.364;-47.999;9.7845;0.23824;0;1.7656;-0.92429;8256.4;0;5.5915;0.01467;1654.1;1402.3;3.1135;0.21228;13037432;0;10.285;0.72164;0.72176;0.43541;0.16037;0.12586;0.02758;0.084804;2.7093e-4;0;0;0;0;0.0010425;0.010232;80.9;0.0051403;81.579;58.063;NaN;22.474;87761;344.92;0.01;0.76881
7.5502;631.68;72.313;-11.013;73.274;11.015;56.03;49.057;74.471;41.204;11.829;0.19997;-23.364;-47.999;9.7845;0.21366;0;1.7809;-0.91319;8256.4;0;5.5915;0.01467;1655.2;1402.3;3.1259;0.21196;13017294;0;10.253;0.72162;0.72172;0.43542;0.16036;0.12584;0.02467;0.076504;4.5077e-4;0;0;0;0;0.0010638;0.010218;80.9;0.0051403;81.568;57.951;NaN;22.468;87753;344.91;0.01;0.76913
7.5602;632.4;72.203;-11.009;73.165;11.011;56.118;49.135;74.589;41.204;11.827;0.19855;-23.364;-47.999;9.7845;0.19412;0;1.7979;-0.89652;8256.4;0;5.5915;0.01467;1656;1402.3;3.1359;0.21165;12997204;0;10.221;0.7216;0.72169;0.43543;0.16035;0.12582;0.022366;0.069237;5.5287e-4;0;0;0;0;0.0010874;0.010203;80.9;0.0051403;81.556;57.838;NaN;22.462;87746;344.91;0.01;0.76945
7.5702;633.12;72.093;-11.006;73.056;11.007;56.207;49.214;74.708;41.205;11.825;0.19721;-23.364;-47.999;9.7845;0.17454;0;1.8159;-0.87557;8256.4;0;5.5915;0.01467;1656.8;1402.3;3.1458;0.21133;12977123;0;10.189;0.72158;0.72165;0.43543;0.16035;0.12581;0.020067;0.061674;2.2949e-4;0;0;0;0;0.0011126;0.010188;80.9;0.0051403;81.545;57.726;NaN;22.456;87739;344.91;0.01;0.76977
7.5802;633.84;71.983;-11.002;72.947;11.003;56.295;49.293;74.826;41.206;11.823;0.19594;-23.364;-47.999;9.7845;0.15494;0;1.8354;-0.84874;8256.4;0;5.5915;0.01467;1657.6;1402.3;3.1559;0.21102;12957053;0;10.158;0.72156;0.72162;0.43544;0.16034;0.12579;0.017776;0.054562;6.5662e-4;0;0;0;0;0.00114;0.010174;80.9;0.0051403;81.533;57.613;NaN;22.45;87731;344.9;0.01;0.77011
7.5902;634.56;71.873;-10.998;72.838;11;56.384;49.371;74.944;41.206;11.821;0.19475;-23.364;-47.999;9.7845;0.13535;0;1.8573;-0.8134;8256.4;0;5.5915;0.01467;1658.4;1402.3;3.1659;0.2107;12936993;0;10.126;0.72155;0.72159;0.43544;0.16033;0.12577;0.015495;0.047418;-6.8344e-5;0;0;0;0;0.0011709;0.010159;80.9;0.0051403;81.521;57.501;NaN;22.444;87724;344.9;0.01;0.77044
7.6002;635.28;71.763;-10.994;72.729;10.996;56.472;49.45;75.062;41.207;11.819;0.19364;-23.364;-47.999;9.7844;0.11581;0;1.8829;-0.765;8256.4;0;5.5915;0.01467;1659.2;1402.3;3.176;0.21039;12916943;0;10.095;0.72153;0.72156;0.43545;0.16032;0.12575;0.01323;0.040751;4.0187e-5;0;0;0;0;0.0012071;0.010144;80.9;0.0051403;81.51;57.388;NaN;22.438;87717;344.9;0.01;0.77079
7.6102;636;71.653;-10.99;72.621;10.992;56.56;49.528;75.18;41.208;11.817;0.19266;-23.364;-47.999;9.7844;0.097268;0;1.9136;-0.69653;8256.4;0;5.5915;0.01467;1660;1402.3;3.1856;0.21008;12896910;0;10.063;0.72151;0.72153;0.43545;0.16032;0.12574;0.011089;0.033934;6.9703e-5;0;0;0;0;0.0012505;0.010129;80.9;0.0051403;81.498;57.275;NaN;22.433;87709;344.89;0.01;0.77128
7.6202;636.71;71.543;-10.987;72.512;10.988;56.649;49.607;75.299;41.208;11.815;0.19174;-23.364;-47.999;9.7844;0.0789;0;1.9515;-0.59355;8256.4;0;5.5915;0.01467;1660.8;1402.3;3.1952;0.20976;12876886;0;10.032;0.72149;0.7215;0.43546;0.16031;0.12572;0.0089772;0.02709;5.9443e-4;0;0;0;0;0.0013045;0.010115;80.9;0.0051403;81.486;57.162;NaN;22.427;87702;344.89;0.01;0.77165
7.6302;637.43;71.433;-10.983;72.403;10.984;56.737;49.685;75.417;41.209;11.814;0.19089;-23.364;-47.999;9.7844;0.06089;0;1.9979;-0.4244;8256.4;0;5.5915;0.01467;1661.5;1402.3;3.2046;0.20945;12856873;0;10.001;0.72147;0.72148;0.43547;0.1603;0.1257;0.0069144;0.020299;4.1078e-4;0;0;0;0;0.0013713;0.0101;80.9;0.0051403;81.475;57.05;NaN;22.421;87695;344.89;0.01;0.77194
7.6402;638.14;71.323;-10.979;72.295;10.981;56.825;49.764;75.535;41.21;11.812;0.19011;-23.364;-47.999;9.7844;0.043703;0;2.0415;-0.10976;8256.4;0;5.5915;0.01467;1662.2;1402.3;3.2136;0.20913;12836869;0;9.9697;0.72145;0.72146;0.43547;0.1603;0.12569;0.0049533;0.014378;6.1054e-5;0;0;0;0;0.0014362;0.010085;80.9;0.0051403;81.463;56.937;NaN;22.415;87688;344.88;0.01;0.77221
7.6502;638.86;71.213;-10.975;72.186;10.977;56.913;49.842;75.653;41.21;11.81;0.18936;-23.364;-47.999;9.7844;0.028351;0;1.9577;0.59379;8256.4;0;5.5915;0.01467;1662.9;1402.3;3.2216;0.20882;12816871;0;9.9387;0.72144;0.72144;0.43548;0.16029;0.12567;0.0032079;0.00857;-3.1122e-4;0;0;0;0;0.0013247;0.010071;80.9;0.0051403;81.451;56.825;NaN;22.409;87680;344.88;0.01;0.77251
7.6602;639.57;71.104;-10.972;72.077;10.973;57.002;49.92;75.771;41.211;11.808;0.18754;-23.364;-47.999;9.7844;0.031809;0;-0.83506;1.868;8256.4;0;5.5915;0.01467;1662.7;1402.3;3.2195;0.2085;12796702;0;9.9075;0.72142;0.72142;0.43548;0.16028;0.12565;0.0036004;0.011892;-0.0013692;0;0;0;0;-2.4177e-4;0.010056;80.9;0.0051403;81.439;56.713;NaN;22.403;87673;344.88;0.01;0.77276
7.6702;640.28;70.994;-10.968;71.969;10.97;57.09;49.999;75.889;41.212;11.806;0.18609;-23.364;-47.999;9.7844;0.072849;0;-1.4891;1.4013;8256.4;0;5.5915;0.01467;1660.9;1402.3;3.1973;0.20819;12776545;0;9.8765;0.7214;0.72141;0.43549;0.16027;0.12563;0.0082822;0.027313;-4.0484e-4;0;0;0;0;-7.7117e-4;0.010041;80.9;0.0051403;81.427;56.601;NaN;22.398;87666;344.87;0.01;0.773
7.6802;640.99;70.884;-10.965;71.86;10.966;57.178;50.077;76.007;41.212;11.804;0.185;-23.364;-47.999;9.7844;0.11699;0;-1.6237;1.2378;8256.4;0;5.5915;0.01467;1659;1402.3;3.1736;0.20787;12756400;0;9.8457;0.72138;0.72141;0.43549;0.16027;0.12562;0.013364;0.043814;-5.1932e-4;0;0;0;0;-9.197e-4;0.010027;80.9;0.0051403;81.415;56.49;NaN;22.392;87659;344.87;0.01;0.77325
7.6902;641.7;70.775;-10.961;71.752;10.963;57.266;50.156;76.125;41.213;11.803;0.18428;-23.364;-47.999;9.7844;0.16169;0;-1.6744;1.1602;8256.4;0;5.5915;0.01467;1657.1;1402.3;3.1499;0.20755;12736268;0;9.8151;0.72136;0.72142;0.4355;0.16026;0.1256;0.018558;0.059571;-2.5336e-4;0;0;0;0;-9.8098e-4;0.010012;80.9;0.0051403;81.403;56.38;NaN;22.386;87651;344.86;0.01;0.77348
7.7002;642.4;70.665;-10.958;71.644;10.959;57.355;50.234;76.243;41.214;11.801;0.18395;-23.364;-47.999;9.7844;0.20596;0;-1.6965;1.1163;8256.4;0;5.5915;0.01467;1655.2;1402.3;3.1266;0.20724;12716153;0;9.7847;0.72134;0.72144;0.43551;0.16025;0.12558;0.023751;0.075052;-2.1448e-5;0;0;0;0;-0.0010101;0.0099973;80.9;0.0051403;81.391;56.27;NaN;22.38;87644;344.86;0.01;0.77378
7.7102;643.11;70.555;-10.954;71.535;10.956;57.443;50.312;76.361;41.214;11.799;0.18404;-23.364;-47.999;9.7844;0.2276;0;-1.6894;1.1137;8256.4;0;5.5915;0.01467;1654.3;1402.3;3.1152;0.20693;12696198;0;9.7543;0.72133;0.72144;0.43551;0.16025;0.12557;0.026307;0.082711;-8.6032e-5;0;0;0;0;-0.0010047;0.0099827;80.9;0.0051403;81.379;56.161;NaN;22.375;87637;344.86;0.01;0.77408
7.7202;643.81;70.446;-10.95;71.427;10.952;57.531;50.391;76.479;41.215;11.798;0.18421;-23.364;-47.999;9.7844;0.24914;0;-1.681;1.1118;8256.4;0;5.5915;0.01467;1653.4;1402.3;3.1038;0.20661;12676253;0;9.7241;0.72131;0.72145;0.43552;0.16024;0.12555;0.028862;0.090092;-4.387e-4;0;0;0;0;-9.9779e-4;0.009968;80.9;0.0051403;81.367;56.053;NaN;22.369;87630;344.85;0.01;0.7744
7.7302;644.52;70.336;-10.947;71.319;10.948;57.619;50.469;76.597;41.215;11.796;0.18445;-23.364;-47.999;9.7844;0.27056;0;-1.6714;1.1104;8256.4;0;5.5915;0.01467;1652.5;1402.3;3.0926;0.2063;12656317;0;9.6939;0.72129;0.72145;0.43552;0.16023;0.12553;0.031414;0.097931;1.3308e-5;0;0;0;0;-9.8951e-4;0.0099534;80.9;0.0051403;81.355;55.946;NaN;22.363;87623;344.85;0.01;0.77474
7.7402;645.22;70.227;-10.943;71.211;10.945;57.708;50.547;76.715;41.216;11.794;0.18478;-23.364;-47.999;9.7844;0.29185;0;-1.6608;1.1093;8256.4;0;5.5915;0.01467;1651.6;1402.3;3.0816;0.20599;12636392;0;9.6638;0.72127;0.72146;0.43553;0.16023;0.12552;0.033962;0.10589;-8.5797e-4;0;0;0;0;-9.7995e-4;0.0099387;80.9;0.0051403;81.343;55.84;NaN;22.357;87616;344.85;0.01;0.77501
7.7502;645.92;70.118;-10.94;71.102;10.941;57.796;50.626;76.833;41.217;11.793;0.18517;-23.364;-47.999;9.7844;0.31284;0;-1.649;1.1088;8256.4;0;5.5915;0.01467;1650.7;1402.3;3.0707;0.20567;12616477;0;9.6338;0.72125;0.72147;0.43553;0.16022;0.1255;0.036484;0.11277;-7.8143e-4;0;0;0;0;-9.6909e-4;0.0099241;80.9;0.0051403;81.331;55.735;NaN;22.352;87608;344.84;0.01;0.77528
7.7602;646.62;70.008;-10.936;70.994;10.938;57.884;50.704;76.951;41.217;11.791;0.18553;-23.364;-47.999;9.7844;0.3268;0;-1.6326;1.1142;8256.4;0;5.5915;0.01467;1650.1;1402.3;3.0634;0.20536;12596616;0;9.6038;0.72124;0.72147;0.43554;0.16021;0.12548;0.038168;0.11757;-8.7715e-5;0;0;0;0;-9.5284e-4;0.0099095;80.9;0.0051403;81.319;55.632;NaN;22.346;87601;344.84;0.01;0.77555
7.7702;647.32;69.899;-10.932;70.886;10.934;57.972;50.782;77.069;41.218;11.79;0.18592;-23.364;-47.999;9.7844;0.34061;0;-1.616;1.1193;8256.4;0;5.5915;0.01467;1649.5;1402.3;3.0562;0.20505;12576766;0;9.5739;0.72122;0.72147;0.43555;0.16021;0.12547;0.039838;0.12257;-6.3375e-4;0;0;0;0;-9.3633e-4;0.0098948;80.9;0.0051403;81.307;55.529;NaN;22.34;87594;344.84;0.01;0.77584
7.7802;648.02;69.79;-10.929;70.778;10.93;58.06;50.861;77.187;41.218;11.788;0.18633;-23.364;-47.999;9.7844;0.35427;0;-1.5989;1.124;8256.4;0;5.5915;0.01467;1648.9;1402.3;3.0491;0.20474;12556925;0;9.5441;0.7212;0.72148;0.43555;0.1602;0.12545;0.041493;0.12763;-7.7022e-4;0;0;0;0;-9.1951e-4;0.0098802;80.9;0.0051403;81.294;55.427;NaN;22.335;87587;344.83;0.01;0.7762
7.7902;648.72;69.68;-10.925;70.67;10.927;58.148;50.939;77.305;41.219;11.786;0.18675;-23.364;-47.999;9.7844;0.36776;0;-1.5815;1.1285;8256.4;0;5.5915;0.01467;1648.4;1402.3;3.0421;0.20443;12537093;0;9.5143;0.72118;0.72148;0.43556;0.16019;0.12543;0.043133;0.13189;-1.2937e-4;0;0;0;0;-9.0236e-4;0.0098656;80.9;0.0051403;81.282;55.327;NaN;22.329;87580;344.83;0.01;0.77645
7.8002;649.41;69.571;-10.922;70.562;10.923;58.237;51.017;77.422;41.219;11.785;0.1872;-23.364;-47.999;9.7844;0.38107;0;-1.5638;1.1328;8256.4;0;5.5915;0.01467;1647.8;1402.3;3.0353;0.20411;12517271;0;9.4846;0.72116;0.72149;0.43556;0.16019;0.12542;0.044756;0.13709;-8.3173e-4;0;0;0;0;-8.8493e-4;0.009851;80.9;0.0051403;81.27;55.228;NaN;22.323;87573;344.83;0.01;0.77673
7.8102;650.11;69.462;-10.918;70.454;10.92;58.325;51.095;77.54;41.22;11.783;0.18766;-23.364;-47.999;9.7844;0.39383;0;-1.5455;1.1373;8256.4;0;5.5915;0.01467;1647.3;1402.3;3.0287;0.2038;12497462;0;9.4549;0.72115;0.72149;0.43557;0.16018;0.1254;0.046315;0.14161;-4.3077e-4;0;0;0;0;-8.6701e-4;0.0098364;80.9;0.0051403;81.258;55.13;NaN;22.318;87566;344.82;0.01;0.777
7.8202;650.8;69.353;-10.915;70.346;10.916;58.413;51.173;77.658;41.22;11.782;0.18812;-23.364;-47.999;9.7844;0.40641;0;-1.5269;1.1414;8256.4;0;5.5915;0.01467;1646.8;1402.3;3.0222;0.20349;12477662;0;9.4254;0.72113;0.72149;0.43557;0.16017;0.12538;0.047857;0.14554;-6.6886e-4;0;0;0;0;-8.4886e-4;0.0098218;80.9;0.0051403;81.245;55.034;NaN;22.312;87559;344.82;0.01;0.77728
7.8302;651.5;69.244;-10.911;70.238;10.913;58.501;51.251;77.776;41.221;11.78;0.1886;-23.364;-47.999;9.7844;0.41882;0;-1.5079;1.1455;8256.4;0;5.5915;0.01467;1646.2;1402.3;3.0159;0.20318;12457871;0;9.3958;0.72111;0.7215;0.43558;0.16017;0.12537;0.04938;0.1499;-8.7145e-4;0;0;0;0;-8.3045e-4;0.0098072;80.9;0.0051403;81.233;54.939;NaN;22.306;87552;344.82;0.01;0.77761
7.8402;652.19;69.134;-10.907;70.131;10.909;58.589;51.33;77.894;41.221;11.779;0.18909;-23.364;-47.999;9.7844;0.43104;0;-1.4886;1.1494;8256.4;0;5.5915;0.01467;1645.7;1402.3;3.0096;0.20287;12438090;0;9.3664;0.72109;0.7215;0.43558;0.16016;0.12535;0.050885;0.15442;-5.5026e-4;0;0;0;0;-8.1183e-4;0.0097926;80.9;0.0051403;81.221;54.845;NaN;22.301;87545;344.81;0.01;0.77782
7.8502;652.88;69.025;-10.904;70.023;10.905;58.677;51.408;78.011;41.222;11.777;0.18959;-23.364;-47.999;9.7844;0.44327;0;-1.4691;1.1529;8256.4;0;5.5915;0.01467;1645.2;1402.3;3.0033;0.20256;12418318;0;9.337;0.72108;0.72151;0.43559;0.16015;0.12533;0.052395;0.15823;-5.4209e-4;0;0;0;0;-7.9314e-4;0.009778;80.9;0.0051403;81.209;54.752;NaN;22.295;87538;344.81;0.01;0.77809
7.8602;653.57;68.916;-10.9;69.915;10.902;58.766;51.486;78.129;41.222;11.776;0.19038;-23.364;-47.999;9.7844;0.46304;0;-1.4528;1.1517;8256.4;0;5.5915;0.01467;1644.4;1402.3;2.9934;0.20224;12398503;0;9.3078;0.72106;0.72153;0.4356;0.16015;0.12532;0.054842;0.16455;-7.5275e-4;0;0;0;0;-7.781e-4;0.0097634;80.9;0.0051403;81.196;54.661;NaN;22.289;87531;344.81;0.01;0.77843
7.8702;654.26;68.807;-10.897;69.808;10.899;58.854;51.564;78.247;41.223;11.774;0.19122;-23.364;-47.999;9.7844;0.48261;0;-1.4358;1.1507;8256.4;0;5.5915;0.01467;1643.6;1402.3;2.9836;0.20193;12378698;0;9.2786;0.72104;0.72155;0.4356;0.16014;0.1253;0.057276;0.17202;-3.4997e-4;0;0;0;0;-7.6228e-4;0.0097488;80.9;0.0051403;81.184;54.572;NaN;22.284;87524;344.8;0.01;0.77871
7.8802;654.94;68.698;-10.893;69.7;10.895;58.942;51.642;78.365;41.223;11.773;0.1921;-23.364;-47.999;9.7844;0.50199;0;-1.4179;1.1498;8256.4;0;5.5915;0.01467;1642.9;1402.3;2.9739;0.20162;12358903;0;9.2496;0.72102;0.72158;0.43561;0.16013;0.12528;0.059694;0.17809;-9.3953e-4;0;0;0;0;-7.457e-4;0.0097343;80.9;0.0051403;81.171;54.483;NaN;22.278;87517;344.8;0.01;0.77892
7.8902;655.63;68.59;-10.89;69.592;10.892;59.03;51.72;78.482;41.224;11.771;0.19302;-23.364;-47.999;9.7844;0.52118;0;-1.3992;1.1491;8256.4;0;5.5915;0.01467;1642.1;1402.3;2.9644;0.20131;12339117;0;9.2206;0.72101;0.7216;0.43561;0.16012;0.12527;0.062097;0.18464;-8.9797e-5;0;0;0;0;-7.2849e-4;0.0097197;80.9;0.0051403;81.159;54.396;NaN;22.273;87510;344.8;0.01;0.77911
7.9002;656.32;68.481;-10.887;69.485;10.888;59.118;51.798;78.6;41.224;11.77;0.19392;-23.364;-47.999;9.7844;0.53913;0;-1.3794;1.149;8256.4;0;5.5915;0.01467;1641.4;1402.3;2.9555;0.201;12319346;0;9.1917;0.72099;0.72163;0.43562;0.16012;0.12525;0.064353;0.19072;-2.5827e-4;0;0;0;0;-7.1026e-4;0.0097051;80.9;0.0051403;81.147;54.311;NaN;22.267;87503;344.79;0.01;0.7794
7.9102;657;68.372;-10.883;69.377;10.884;59.206;51.876;78.718;41.225;11.768;0.19292;-23.364;-47.999;9.7844;0.51686;0;-1.3427;1.1692;8256.4;0;5.5915;0.01467;1642.2;1402.3;2.9661;0.20069;1.23e7;0;9.162;0.72097;0.72156;0.43562;0.16011;0.12524;0.061553;0.18298;-9.6402e-4;0;0;0;0;-6.7495e-4;0.0096906;80.9;0.0051403;81.134;54.227;NaN;22.262;87496;344.79;0.01;0.7797
7.9202;657.68;68.263;-10.879;69.27;10.881;59.294;51.954;78.835;41.225;11.767;0.19204;-23.364;-47.999;9.7844;0.49446;0;-1.3047;1.1906;8256.4;0;5.5915;0.01467;1643.1;1402.3;2.9768;0.20038;1.228e7;0;9.1324;0.72095;0.72149;0.43563;0.16011;0.12522;0.058747;0.1751;-6.9913e-4;0;0;0;0;-6.3932e-4;0.009676;80.9;0.0051403;81.122;54.145;NaN;22.256;87489;344.79;0.01;0.77993
7.9302;658.37;68.154;-10.875;69.162;10.877;59.382;52.032;78.953;41.225;11.765;0.19128;-23.364;-47.999;9.7844;0.47195;0;-1.2654;1.2135;8256.4;0;5.5915;0.01467;1644;1402.3;2.9876;0.20008;12260902;0;9.103;0.72094;0.72143;0.43563;0.1601;0.1252;0.05594;0.1674;-6.695e-5;0;0;0;0;-6.0318e-4;0.0096615;80.9;0.0051403;81.11;54.064;NaN;22.25;87482;344.78;0.01;0.78019
7.9402;659.05;68.045;-10.871;69.055;10.873;59.471;52.11;79.071;41.226;11.764;0.19064;-23.364;-47.999;9.7844;0.44935;0;-1.2241;1.2381;8256.4;0;5.5915;0.01467;1644.8;1402.3;2.9985;0.19977;12241450;0;9.0736;0.72092;0.72136;0.43564;0.16009;0.12519;0.053136;0.15984;-0.0010581;0;0;0;0;-5.6625e-4;0.0096469;80.9;0.0051403;81.097;53.985;NaN;22.245;87475;344.78;0.01;0.78045
7.9502;659.73;67.937;-10.868;68.947;10.869;59.559;52.188;79.188;41.226;11.762;0.19014;-23.364;-47.999;9.7844;0.42778;0;-1.1814;1.2636;8256.4;0;5.5915;0.01467;1645.7;1402.3;3.0089;0.19947;12222007;0;9.0443;0.7209;0.72131;0.43564;0.16009;0.12517;0.050469;0.15264;-3.6887e-4;0;0;0;0;-5.2904e-4;0.0096324;80.9;0.0051403;81.085;53.906;NaN;22.239;87468;344.78;0.01;0.78073
7.9602;660.41;67.828;-10.864;68.84;10.866;59.647;52.266;79.306;41.227;11.761;0.19074;-23.364;-47.999;9.7844;0.44738;0;-1.1714;1.2579;8256.4;0;5.5915;0.01467;1644.9;1402.3;2.999;0.19915;12202271;0;9.0157;0.72089;0.72133;0.43565;0.16008;0.12516;0.052889;0.15913;-2.9195e-4;0;0;0;0;-5.2178e-4;0.0096179;80.9;0.0051403;81.072;53.829;NaN;22.234;87461;344.77;0.01;0.78101
7.9702;661.08;67.719;-10.861;68.733;10.862;59.735;52.344;79.424;41.227;11.759;0.19139;-23.364;-47.999;9.7844;0.46683;0;-1.1602;1.2528;8256.4;0;5.5915;0.01467;1644.1;1402.3;2.9893;0.19884;12182545;0;8.9871;0.72087;0.72135;0.43566;0.16007;0.12514;0.055298;0.16577;-6.5405e-4;0;0;0;0;-5.134e-4;0.0096033;80.9;0.0051403;81.06;53.754;NaN;22.228;87454;344.77;0.01;0.78127
7.9802;661.76;67.611;-10.857;68.626;10.859;59.823;52.421;79.541;41.227;11.757;0.19208;-23.364;-47.999;9.7844;0.48611;0;-1.1477;1.2483;8256.4;0;5.5915;0.01467;1643.3;1402.3;2.9796;0.19853;12162828;0;8.9586;0.72085;0.72137;0.43566;0.16007;0.12512;0.057696;0.1724;-5.7018e-4;0;0;0;0;-5.0403e-4;0.0095888;80.9;0.0051403;81.047;53.679;NaN;22.223;87447;344.77;0.01;0.78157
7.9902;662.44;67.502;-10.854;68.518;10.856;59.911;52.499;79.659;41.228;11.756;0.19281;-23.364;-47.999;9.7844;0.50522;0;-1.1342;1.2442;8256.4;0;5.5915;0.01467;1642.5;1402.3;2.9701;0.19822;12143120;0;8.9302;0.72083;0.7214;0.43567;0.16006;0.12511;0.060082;0.17875;-1.432e-4;0;0;0;0;-4.9376e-4;0.0095743;80.9;0.0051403;81.035;53.606;NaN;22.217;87440;344.76;0.01;0.78187
8.0002;663.11;67.394;-10.851;68.411;10.852;59.999;52.577;79.776;41.228;11.754;0.19362;-23.364;-47.999;9.7844;0.5252;0;-1.1202;1.24;8256.4;0;5.5915;0.01467;1641.7;1402.3;2.9602;0.19791;12123414;0;8.9018;0.72082;0.72142;0.43567;0.16005;0.12509;0.062586;0.18611;-5.3118e-4;0;0;0;0;-4.8324e-4;0.0095598;80.9;0.0051403;81.022;53.534;NaN;22.212;87433;344.76;0.01;0.78216
8.0102;663.78;67.285;-10.848;68.304;10.849;60.087;52.655;79.894;41.228;11.753;0.19643;-23.364;-47.999;9.7844;0.58634;0;-1.1269;1.2157;8256.4;0;5.5915;0.01467;1639.3;1402.3;2.9306;0.1976;12103427;0;8.8743;0.7208;0.72155;0.43568;0.16005;0.12508;0.070311;0.20677;-7.1958e-4;0;0;0;0;-4.9053e-4;0.0095453;80.9;0.0051403;81.01;53.464;NaN;22.206;87427;344.76;0.01;0.78244
8.0202;664.46;67.177;-10.845;68.197;10.847;60.175;52.733;80.011;41.229;11.751;0.19987;-23.364;-47.999;9.7844;0.64755;0;-1.1259;1.1959;8256.4;0;5.5915;0.01467;1637;1402.3;2.9012;0.19728;12083456;0;8.8471;0.72078;0.7217;0.43568;0.16004;0.12506;0.078138;0.22733;-1.6838e-4;0;0;0;0;-4.9132e-4;0.0095308;80.9;0.0051403;80.997;53.395;NaN;22.201;87420;344.75;0.01;0.78268
8.0302;665.13;67.068;-10.842;68.09;10.844;60.264;52.811;80.129;41.229;11.75;0.20389;-23.364;-47.999;9.7844;0.70877;0;-1.1191;1.1797;8256.4;0;5.5915;0.01467;1634.6;1402.3;2.8723;0.19696;12063503;0;8.8202;0.72076;0.72186;0.43569;0.16003;0.12504;0.086057;0.24731;-9.5258e-4;0;0;0;0;-4.8691e-4;0.0095163;80.9;0.0051403;80.985;53.328;NaN;22.195;87413;344.75;0.01;0.78287
8.0402;665.8;66.96;-10.839;67.983;10.841;60.352;52.888;80.246;41.229;11.749;0.20847;-23.364;-47.999;9.7844;0.76992;0;-1.1073;1.1662;8256.4;0;5.5915;0.01467;1632.3;1402.3;2.8438;0.19665;12043568;0;8.7935;0.72075;0.72204;0.43569;0.16003;0.12503;0.09406;0.26829;-1.8943e-4;0;0;0;0;-4.7823e-4;0.0095018;80.9;0.0051403;80.972;53.263;NaN;22.19;87406;344.75;0.01;0.78312
8.0502;666.47;66.852;-10.836;67.876;10.838;60.44;52.966;80.364;41.23;11.747;0.21355;-23.364;-47.999;9.7844;0.83066;0;-1.0912;1.1549;8256.4;0;5.5915;0.01467;1630.1;1402.3;2.8157;0.19634;12023651;0;8.767;0.72073;0.72223;0.4357;0.16002;0.12501;0.1021;0.28827;-9.6005e-4;0;0;0;0;-4.6592e-4;0.0094873;80.9;0.0051403;80.96;53.2;NaN;22.184;87399;344.74;0.01;0.78332
