# Time (s);Altitude (m);Vertical velocity (m/s);Vertical acceleration (m/s);Total velocity (m/s);Total acceleration (m/s);Position East of launch (m);Position North of launch (m);Lateral distance (m);Lateral direction ();Lateral velocity (m/s);Lateral acceleration (m/s);Latitude ();Longitude ();Gravitational acceleration (m/s);Angle of attack ();Roll rate (/s);Pitch rate (/s);Yaw rate (/s);Mass (g);Propellant mass (g);Longitudinal moment of inertia (kgm);Rotational moment of inertia (kgm);CP location (mm);CG location (mm);Stability margin calibers (?);Mach number (?);Reynolds number (?);Thrust (N);Drag force (N);Drag coefficient (?);Axial drag coefficient (?);Friction drag coefficient (?);Pressure drag coefficient (?);Base drag coefficient (?);Normal force coefficient (?);Pitch moment coefficient (?);Yaw moment coefficient (?);Side force coefficient (?);Roll moment coefficient (?);Roll forcing coefficient (?);Roll damping coefficient (?);Pitch damping coefficient (?);Coriolis acceleration (m/s);Reference length (mm);Reference area (m);Vertical orientation (zenith) ();Lateral orientation (azimuth) ();Wind velocity (m/s);Air temperature (C);Air pressure (Pa);Speed of sound (m/s);Simulation time step (s);Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
15.12;882.83;-4.1724;-9.508;11.106;9.5182;120.41;104.15;159.2;40.861;10.292;0.44166;-23.363;-47.999;9.7837;82.685;0;-0.26109;2.3672;8256.4;0;5.5915;0.01467;1478.6;1402.3;0.94413;0.028883;1737894;0;9.3078e-4;0.75128;0.0036347;0.47315;0.15802;0.12011;16.796;-35.995;-0.10211;0;0;0;0;-0.0012403;0.0011803;80.9;0.0051403;57.015;47.179;NaN;20.423;85218;343.68;0.01;0.93611
15.13;882.79;-4.2675;-9.5045;11.138;9.5151;120.49;104.22;159.31;40.859;10.288;0.44763;-23.363;-47.999;9.7837;83.238;0;-0.34536;2.3665;8256.4;0;5.5915;0.01467;1479.1;1402.3;0.94923;0.028973;1743314;0;7.4435e-4;0.751;0.0028886;0.47288;0.15802;0.12011;16.913;-36.23;-0.1011;0;0;0;0;-0.0021566;0.001182;80.9;0.0051403;57.013;47.135;NaN;20.423;85219;343.68;0.01;0.93633
15.14;882.74;-4.3625;-9.501;11.171;9.5118;120.57;104.28;159.41;40.858;10.284;0.45375;-23.363;-47.999;9.7837;83.787;0;-0.43052;2.3655;8256.4;0;5.5915;0.01467;1479.5;1402.3;0.95423;0.029065;1748897;0;5.842e-4;0.75072;0.0022527;0.47259;0.15802;0.12011;17.03;-36.461;-0.10039;0;0;0;0;-0.00333;0.001184;80.9;0.0051403;57.011;47.091;NaN;20.424;85219;343.68;0.01;0.94148
15.15;882.7;-4.4575;-9.4973;11.205;9.5085;120.65;104.35;159.51;40.857;10.28;0.46005;-23.363;-47.999;9.7837;84.333;0;-0.51622;2.3644;8256.4;0;5.5915;0.01467;1479.8;1402.3;0.95903;0.029161;1754674;0;4.4891e-4;0.75043;0.0017196;0.4723;0.15802;0.12011;17.148;-36.692;-0.099556;0;0;0;0;-0.0047563;0.001186;80.9;0.0051403;57.011;47.047;NaN;20.424;85220;343.68;0.01;0.94171
15.16;882.65;-4.5524;-9.4925;11.239;9.504;120.73;104.41;159.61;40.856;10.275;0.46735;-23.363;-47.999;9.7837;84.804;0;-0.58814;2.3665;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95924;0.029281;1761875;0;3.5046e-4;0.75006;0.0013316;0.47193;0.15802;0.12011;17.283;-36.946;-0.099324;0;0;0;0;-0.0061235;0.0011882;80.9;0.0051403;57.011;47.002;NaN;20.425;85220;343.68;0.01;0.94192
15.17;882.61;-4.6473;-9.4876;11.274;9.4994;120.81;104.48;159.72;40.855;10.271;0.4748;-23.363;-47.999;9.7837;85.272;0;-0.66133;2.3688;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95936;0.029402;1769197;0;2.6745e-4;0.7497;0.0010078;0.47157;0.15802;0.12011;17.419;-37.198;-0.098588;0;0;0;0;-0.0076786;0.0011905;80.9;0.0051403;57.011;46.957;NaN;20.425;85221;343.68;0.01;0.94213
15.18;882.56;-4.7422;-9.4825;11.309;9.4948;120.89;104.54;159.82;40.853;10.267;0.48242;-23.363;-47.999;9.7837;85.737;0;-0.73582;2.3714;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95937;0.029526;1776638;0;1.9861e-4;0.74933;7.4213e-4;0.47119;0.15802;0.12011;17.555;-37.45;-0.09761;0;0;0;0;-0.0094264;0.001193;80.9;0.0051403;57.013;46.912;NaN;20.425;85221;343.68;0.01;0.94235
15.19;882.51;-4.837;-9.4774;11.345;9.4901;120.97;104.61;159.92;40.852;10.262;0.4902;-23.363;-47.999;9.7837;86.198;0;-0.81163;2.3742;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95929;0.029651;1784196;0;1.4265e-4;0.74895;5.2852e-4;0.47082;0.15802;0.12011;17.692;-37.701;-0.097019;0;0;0;0;-0.011372;0.0011956;80.9;0.0051403;57.015;46.866;NaN;20.426;85221;343.68;0.01;0.94256
15.2;882.46;-4.9317;-9.4722;11.382;9.4853;121.04;104.67;160.02;40.851;10.258;0.49814;-23.363;-47.999;9.7837;86.657;0;-0.88879;2.3772;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95913;0.029779;1791866;0;9.8264e-5;0.74857;3.6096e-4;0.47044;0.15802;0.12012;17.829;-37.949;-0.096754;0;0;0;0;-0.01352;0.0011983;80.9;0.0051403;57.019;46.82;NaN;20.426;85222;343.68;0.01;0.94277
15.21;882.41;-5.0264;-9.467;11.419;9.4805;121.12;104.74;160.13;40.85;10.253;0.50619;-23.363;-47.999;9.7837;87.117;0;-0.96808;2.3801;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95914;0.029907;1799574;0;6.3887e-5;0.7482;2.3267e-4;0.47006;0.15802;0.12012;17.965;-38.195;-0.096148;0;0;0;0;-0.015903;0.0012011;80.9;0.0051403;57.023;46.774;NaN;20.427;85222;343.68;0.01;0.94298
15.22;882.36;-5.1211;-9.4616;11.457;9.4756;121.2;104.8;160.23;40.849;10.248;0.51441;-23.363;-47.999;9.7837;87.573;0;-1.0487;2.3833;8256.4;0;5.5915;0.01467;1479.9;1402.3;0.95907;0.030037;1807391;0;3.8604e-5;0.74782;1.3938e-4;0.46968;0.15802;0.12012;18.102;-38.44;-0.095315;0;0;0;0;-0.018502;0.001204;80.9;0.0051403;57.027;46.727;NaN;20.427;85223;343.68;0.01;0.9432
15.23;882.31;-5.2157;-9.4562;11.495;9.4707;121.28;104.86;160.33;40.847;10.244;0.52279;-23.363;-47.999;9.7837;88.026;0;-1.1307;2.3867;8256.4;0;5.5915;0.01467;1479.8;1402.3;0.95892;0.030168;1815314;0;2.104e-5;0.74743;7.5305e-5;0.46929;0.15802;0.12012;18.24;-38.683;-0.09549;0;0;0;0;-0.021322;0.0012071;80.9;0.0051403;57.033;46.68;NaN;20.427;85223;343.68;0.01;0.94341
15.24;882.26;-5.3102;-9.4507;11.534;9.4656;121.36;104.93;160.43;40.846;10.239;0.53133;-23.363;-47.999;9.7837;88.476;0;-1.2141;2.3903;8256.4;0;5.5915;0.01467;1479.8;1402.3;0.95869;0.030301;1823342;0;9.8087e-6;0.74705;3.4798e-5;0.46891;0.15802;0.12012;18.377;-38.925;-0.09408;0;0;0;0;-0.024368;0.0012103;80.9;0.0051403;57.04;46.633;NaN;20.428;85224;343.68;0.01;0.94363
15.25;882.21;-5.4047;-9.4451;11.573;9.4605;121.44;104.99;160.54;40.845;10.234;0.54003;-23.363;-47.999;9.7837;88.924;0;-1.2992;2.394;8256.4;0;5.5915;0.01467;1479.8;1402.3;0.95846;0.030436;1831453;0;3.4979e-6;0.74666;1.23e-5;0.46852;0.15802;0.12012;18.515;-39.165;-0.093632;0;0;0;0;-0.027654;0.0012136;80.9;0.0051403;57.047;46.585;NaN;20.428;85224;343.68;0.01;0.94388
15.26;882.15;-5.4991;-9.4402;11.613;9.4561;121.52;105.06;160.64;40.844;10.229;0.54818;-23.363;-47.999;9.7837;89.409;0;-1.3935;2.3934;8256.4;0;5.5915;0.01467;1480;1402.3;0.96101;0.030559;1838858;0;5.859e-7;0.74631;2.0436e-6;0.46816;0.15802;0.12012;18.641;-39.382;-0.092607;0;0;0;0;-0.031561;0.0012171;80.9;0.0051403;57.055;46.537;NaN;20.429;85225;343.68;0.01;0.94409
15.27;882.1;-5.5935;-9.4353;11.654;9.4516;121.6;105.12;160.74;40.842;10.223;0.55648;-23.363;-47.999;9.7837;89.892;0;-1.4891;2.3928;8256.4;0;5.5915;0.01467;1480.2;1402.3;0.96351;0.030684;1846371;0;0;0.74595;1.2596e-8;0.46781;0.15802;0.12012;18.766;-39.596;-0.092006;0;0;0;0;-0.035746;0.0012206;80.9;0.0051403;57.064;46.488;NaN;20.429;85225;343.68;0.01;0.94434
15.28;882.04;-5.6878;-9.4302;11.695;9.4471;121.68;105.19;160.84;40.841;10.218;0.56493;-23.363;-47.999;9.7837;90.372;0;-1.5859;2.3922;8256.4;0;5.5915;0.01467;1480.4;1402.3;0.96596;0.03081;1853989;0;-1.4845e-7;0.74559;-5.0939e-7;0.46745;0.15802;0.12012;18.891;-39.808;-0.091913;0;0;0;0;-0.040214;0.0012243;80.9;0.0051403;57.075;46.439;NaN;20.43;85226;343.68;0.01;0.9447
15.29;881.98;-5.7821;-9.4251;11.736;9.4425;121.76;105.25;160.95;40.84;10.213;0.57354;-23.363;-47.999;9.7837;90.848;0;-1.684;2.3915;8256.4;0;5.5915;0.01467;1480.6;1402.3;0.96837;0.030938;1861712;0;-1.7726e-6;0.74523;-6.032e-6;0.46708;0.15802;0.12012;19.016;-40.016;-0.0908;0;0;0;0;-0.044968;0.0012281;80.9;0.0051403;57.086;46.39;NaN;20.43;85227;343.68;0.01;0.94491
15.3;881.92;-5.8763;-9.4199;11.778;9.4378;121.84;105.31;161.05;40.839;10.208;0.58231;-23.363;-47.999;9.7837;91.322;0;-1.7833;2.391;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.97069;0.031068;1869551;0;-6.7211e-6;0.74486;-2.268e-5;0.46671;0.15802;0.12013;19.141;-40.224;-0.089406;0;0;0;0;-0.050003;0.001232;80.9;0.0051403;57.097;46.34;NaN;20.43;85227;343.68;0.01;0.94513
15.31;881.86;-5.9705;-9.414;11.821;9.4325;121.92;105.38;161.15;40.837;10.202;0.59177;-23.363;-47.999;9.7837;91.761;0;-1.8779;2.3949;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.97081;0.03121;1878053;0;-1.5955e-5;0.74447;-5.3353e-5;0.46632;0.15802;0.12013;19.276;-40.447;-0.089541;0;0;0;0;-0.054952;0.001236;80.9;0.0051403;57.11;46.29;NaN;20.431;85228;343.68;0.01;0.94535
15.32;881.8;-6.0646;-9.408;11.864;9.4272;122;105.44;161.25;40.836;10.197;0.6014;-23.363;-47.999;9.7837;92.197;0;-1.9741;2.399;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.9709;0.031352;1886644;0;-3.1118e-5;0.74407;-1.0311e-4;0.46592;0.15802;0.12013;19.412;-40.668;-0.089017;0;0;0;0;-0.060172;0.0012402;80.9;0.0051403;57.124;46.24;NaN;20.431;85228;343.68;0.01;0.94556
15.33;881.74;-6.1586;-9.4019;11.907;9.4217;122.08;105.51;161.35;40.835;10.191;0.6112;-23.363;-47.999;9.7837;92.631;0;-2.0717;2.4033;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.97094;0.031496;1895321;0;-5.3621e-5;0.74368;-1.7606e-4;0.46552;0.15802;0.12013;19.547;-40.888;-0.08878;0;0;0;0;-0.065667;0.0012444;80.9;0.0051403;57.139;46.189;NaN;20.432;85229;343.68;0.01;0.94577
15.34;881.68;-6.2526;-9.3957;11.951;9.4162;122.16;105.57;161.46;40.834;10.185;0.62116;-23.363;-47.999;9.7837;93.061;0;-2.1709;2.4078;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.97094;0.031642;1904084;0;-8.4846e-5;0.74328;-2.7602e-4;0.46512;0.15803;0.12013;19.683;-41.107;-0.087577;0;0;0;0;-0.071443;0.0012488;80.9;0.0051403;57.155;46.137;NaN;20.432;85230;343.68;0.01;0.94598
15.35;881.62;-6.3466;-9.3895;11.996;9.4107;122.24;105.63;161.56;40.832;10.179;0.63127;-23.363;-47.999;9.7837;93.49;0;-2.2718;2.4123;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.97099;0.031788;1912910;0;-1.2626e-4;0.74288;-4.0698e-4;0.46472;0.15803;0.12013;19.818;-41.323;-0.087321;0;0;0;0;-0.07752;0.0012533;80.9;0.0051403;57.172;46.085;NaN;20.433;85230;343.68;0.01;0.9462
15.36;881.55;-6.4404;-9.3841;12.041;9.4059;122.32;105.7;161.66;40.831;10.173;0.64074;-23.363;-47.999;9.7837;93.959;0;-2.3821;2.4093;8256.4;0;5.5915;0.01467;1481.1;1402.3;0.97398;0.031923;1921055;0;-1.848e-4;0.74251;-5.9063e-4;0.46435;0.15803;0.12013;19.938;-41.508;-0.086057;0;0;0;0;-0.084507;0.0012578;80.9;0.0051403;57.19;46.033;NaN;20.434;85231;343.68;0.01;0.94641
15.37;881.49;-6.5342;-9.3786;12.086;9.4011;122.4;105.76;161.76;40.83;10.167;0.65038;-23.363;-47.999;9.7837;94.425;0;-2.4937;2.4062;8256.4;0;5.5915;0.01467;1481.3;1402.3;0.97695;0.03206;1929299;0;-2.5884e-4;0.74214;-8.2019e-4;0.46398;0.15803;0.12013;20.058;-41.692;-0.085095;0;0;0;0;-0.091823;0.0012625;80.9;0.0051403;57.208;45.98;NaN;20.434;85231;343.68;0.01;0.94661
15.38;881.42;-6.628;-9.373;12.132;9.3962;122.48;105.82;161.86;40.828;10.161;0.66017;-23.363;-47.999;9.7837;94.888;0;-2.6067;2.4031;8256.4;0;5.5915;0.01467;1481.5;1402.3;0.97989;0.032199;1937642;0;-3.5007e-4;0.74177;-0.0010998;0.46361;0.15803;0.12013;20.178;-41.873;-0.084796;0;0;0;0;-0.099471;0.0012673;80.9;0.0051403;57.228;45.927;NaN;20.435;85232;343.68;0.01;0.94682
15.39;881.36;-6.7217;-9.3674;12.178;9.3913;122.56;105.89;161.96;40.827;10.155;0.67013;-23.363;-47.999;9.7837;95.349;0;-2.7211;2.3998;8256.4;0;5.5915;0.01467;1481.8;1402.3;0.98281;0.032339;1946081;0;-4.6018e-4;0.7414;-0.0014332;0.46323;0.15803;0.12014;20.297;-42.053;-0.083454;0;0;0;0;-0.10745;0.0012722;80.9;0.0051403;57.249;45.873;NaN;20.435;85233;343.68;0.01;0.94703
15.4;881.29;-6.8153;-9.3616;12.225;9.3863;122.63;105.95;162.06;40.826;10.149;0.68029;-23.363;-47.999;9.7837;95.805;0;-2.8364;2.3969;8256.4;0;5.5915;0.01467;1482;1402.3;0.98555;0.032481;1954651;0;-5.9015e-4;0.74102;-0.0018219;0.46285;0.15803;0.12014;20.417;-42.23;-0.082567;0;0;0;0;-0.11574;0.0012772;80.9;0.0051403;57.271;45.819;NaN;20.436;85233;343.68;0.01;0.94727
15.41;881.22;-6.9089;-9.3539;12.272;9.3795;122.71;106.02;162.17;40.824;10.143;0.69227;-23.363;-47.999;9.7837;96.169;0;-2.9371;2.4134;8256.4;0;5.5915;0.01467;1481.7;1402.3;0.98211;0.032649;1964744;0;-7.1226e-4;0.74058;-0.0021763;0.46241;0.15803;0.12014;20.568;-42.465;-0.083344;0;0;0;0;-0.12283;0.0012823;80.9;0.0051403;57.294;45.764;NaN;20.436;85234;343.68;0.01;0.94769
15.42;881.15;-7.0024;-9.346;12.32;9.3726;122.79;106.08;162.27;40.823;10.136;0.70451;-23.363;-47.999;9.7837;96.53;0;-3.0397;2.4304;8256.4;0;5.5915;0.01467;1481.4;1402.3;0.97859;0.032818;1974939;0;-8.4971e-4;0.74014;-0.0025696;0.46197;0.15803;0.12014;20.719;-42.701;-0.082773;0;0;0;0;-0.13021;0.0012875;80.9;0.0051403;57.319;45.709;NaN;20.437;85235;343.68;0.01;0.94815
15.43;881.08;-7.0958;-9.3381;12.368;9.3655;122.87;106.14;162.37;40.822;10.129;0.71701;-23.363;-47.999;9.7837;96.888;0;-3.1442;2.4478;8256.4;0;5.5915;0.01467;1481.1;1402.3;0.97497;0.032989;1985234;0;-0.0010033;0.73969;-0.0030028;0.46152;0.15803;0.12014;20.872;-42.937;-0.083843;0;0;0;0;-0.13787;0.0012928;80.9;0.0051403;57.344;45.653;NaN;20.437;85235;343.68;0.01;0.94838
15.44;881.01;-7.1892;-9.3299;12.416;9.3584;122.95;106.21;162.47;40.82;10.123;0.72977;-23.363;-47.999;9.7837;97.244;0;-3.2505;2.4656;8256.4;0;5.5915;0.01467;1480.8;1402.3;0.97126;0.033161;1995626;0;-0.001174;0.73925;-0.0034769;0.46107;0.15803;0.12014;21.025;-43.173;-0.083613;0;0;0;0;-0.14583;0.0012982;80.9;0.0051403;57.371;45.597;NaN;20.438;85236;343.68;0.01;0.9486
15.45;880.94;-7.2824;-9.3217;12.464;9.3512;123.03;106.27;162.57;40.819;10.116;0.74281;-23.363;-47.999;9.7837;97.597;0;-3.3587;2.484;8256.4;0;5.5915;0.01467;1480.5;1402.3;0.96745;0.033335;2006121;0;-0.0013621;0.7388;-0.0039921;0.46062;0.15803;0.12014;21.18;-43.41;-0.084422;0;0;0;0;-0.15407;0.0013036;80.9;0.0051403;57.398;45.54;NaN;20.439;85237;343.68;0.01;0.94882
15.46;880.86;-7.3756;-9.3128;12.513;9.3435;123.11;106.33;162.67;40.818;10.109;0.75662;-23.363;-47.999;9.7837;97.928;0;-3.4655;2.5075;8256.4;0;5.5915;0.01467;1480.1;1402.3;0.9621;0.033517;2017083;0;-0.0015583;0.73833;-0.0045177;0.46016;0.15803;0.12015;21.343;-43.663;-0.085373;0;0;0;0;-0.16225;0.0013092;80.9;0.0051403;57.427;45.482;NaN;20.439;85238;343.69;0.01;0.94903
15.47;880.79;-7.4687;-9.3038;12.563;9.3356;123.19;106.39;162.77;40.816;10.101;0.77076;-23.363;-47.999;9.7837;98.257;0;-3.5743;2.5316;8256.4;0;5.5915;0.01467;1479.7;1402.3;0.95664;0.033701;2028159;0;-0.001772;0.73787;-0.0050811;0.45969;0.15803;0.12015;21.509;-43.918;-0.085549;0;0;0;0;-0.17072;0.0013148;80.9;0.0051403;57.457;45.424;NaN;20.44;85238;343.69;0.01;0.94926
15.48;880.71;-7.5617;-9.2946;12.612;9.3277;123.27;106.46;162.87;40.815;10.094;0.78523;-23.363;-47.999;9.7837;98.583;0;-3.6853;2.5563;8256.4;0;5.5915;0.01467;1479.2;1402.3;0.95106;0.033887;2039348;0;-0.0020037;0.7374;-0.0056828;0.45922;0.15803;0.12015;21.675;-44.174;-0.086344;0;0;0;0;-0.1795;0.0013205;80.9;0.0051403;57.488;45.366;NaN;20.44;85239;343.69;0.01;0.94947
15.49;880.64;-7.6546;-9.2852;12.662;9.3196;123.35;106.52;162.98;40.814;10.087;0.80004;-23.363;-47.999;9.7837;98.907;0;-3.7984;2.5814;8256.4;0;5.5915;0.01467;1478.7;1402.3;0.94539;0.034074;2050646;0;-0.0022543;0.73693;-0.0063231;0.45875;0.15803;0.12015;21.843;-44.432;-0.087382;0;0;0;0;-0.1886;0.0013263;80.9;0.0051403;57.521;45.307;NaN;20.441;85240;343.69;0.01;0.94968
15.5;880.56;-7.7474;-9.2757;12.712;9.3115;123.42;106.58;163.08;40.812;10.079;0.81513;-23.363;-47.999;9.7837;99.23;0;-3.9141;2.6065;8256.4;0;5.5915;0.01467;1478.3;1402.3;0.93977;0.034263;2062006;0;-0.0025258;0.73647;-0.0070068;0.45828;0.15803;0.12015;22.011;-44.688;-0.087509;0;0;0;0;-0.19806;0.0013322;80.9;0.0051403;57.555;45.248;NaN;20.442;85240;343.69;0.01;0.94989
15.51;880.48;-7.8401;-9.2684;12.763;9.3053;123.5;106.65;163.18;40.811;10.071;0.82794;-23.363;-47.999;9.7837;99.629;0;-4.0459;2.6109;8256.4;0;5.5915;0.01467;1478.3;1402.3;0.94037;0.034424;2071726;0;-0.0028798;0.73607;-0.0079143;0.45788;0.15804;0.12015;22.14;-44.869;-0.087267;0;0;0;0;-0.20964;0.0013382;80.9;0.0051403;57.59;45.188;NaN;20.442;85241;343.69;0.01;0.9501
15.52;880.4;-7.9328;-9.2609;12.814;9.299;123.58;106.71;163.28;40.809;10.063;0.84091;-23.363;-47.999;9.7837;100.03;0;-4.1795;2.6153;8256.4;0;5.5915;0.01467;1478.4;1402.3;0.941;0.034587;2081502;0;-0.0032648;0.73567;-0.0088883;0.45748;0.15804;0.12016;22.269;-45.046;-0.086502;0;0;0;0;-0.22162;0.0013442;80.9;0.0051403;57.626;45.127;NaN;20.443;85242;343.69;0.01;0.95031
15.53;880.32;-8.0253;-9.2534;12.865;9.2928;123.66;106.77;163.38;40.808;10.055;0.85405;-23.363;-47.999;9.7837;100.42;0;-4.3149;2.6199;8256.4;0;5.5915;0.01467;1478.4;1402.3;0.94168;0.03475;2091335;0;-0.003682;0.73528;-0.00993;0.45708;0.15804;0.12016;22.397;-45.221;-0.085974;0;0;0;0;-0.234;0.0013503;80.9;0.0051403;57.664;45.066;NaN;20.444;85243;343.69;0.01;0.95052
15.54;880.24;-8.1178;-9.2459;12.917;9.2865;123.74;106.83;163.48;40.807;10.047;0.86737;-23.363;-47.999;9.7837;100.81;0;-4.4521;2.6247;8256.4;0;5.5915;0.01467;1478.5;1402.3;0.94239;0.034914;2101222;0;-0.0041326;0.73488;-0.011041;0.45668;0.15804;0.12016;22.524;-45.394;-0.085644;0;0;0;0;-0.24679;0.0013565;80.9;0.0051403;57.703;45.004;NaN;20.444;85244;343.69;0.01;0.95073
15.55;880.16;-8.2102;-9.2383;12.968;9.2802;123.82;106.9;163.58;40.805;10.038;0.88084;-23.363;-47.999;9.7837;101.2;0;-4.5913;2.6295;8256.4;0;5.5915;0.01467;1478.6;1402.3;0.94317;0.035079;2111159;0;-0.004618;0.73448;-0.012222;0.45629;0.15804;0.12016;22.651;-45.563;-0.085117;0;0;0;0;-0.25999;0.0013628;80.9;0.0051403;57.743;44.942;NaN;20.445;85244;343.69;0.01;0.95095
15.56;880.08;-8.3026;-9.2308;13.021;9.274;123.9;106.96;163.68;40.804;10.03;0.89424;-23.363;-47.999;9.7837;101.6;0;-4.7335;2.6322;8256.4;0;5.5915;0.01467;1478.7;1402.3;0.94457;0.035242;2120996;0;-0.0051476;0.73409;-0.013497;0.45589;0.15804;0.12016;22.773;-45.722;-0.084973;0;0;0;0;-0.2738;0.0013692;80.9;0.0051403;57.785;44.879;NaN;20.446;85245;343.69;0.01;0.9512
