Time [s],Altitude [ft.],Altitude [m],Pressure [mBar],Velocity [m/s],Temperature [°C],Events,Voltages [V]
150.85,195.9799,59.735,838.3,-17.63486,34.5,-,8.848697
150.9,195.9799,59.735,838.3,-16.70594,34.5,-,8.848697
150.95,194.0397,59.143,838.5,-17.62034,34.5,-,8.848697
151,193.0701,58.848,838.6,-17.62034,34.5,-,8.848697
151.05,192.1,58.552,838.7,-17.62034,34.5,-,8.848697
151.1,191.1305,58.257,838.8,-18.54926,34.5,-,8.848697
151.15,190.1606,57.961,838.9,-18.54926,34.5,-,8.848697
151.2,189.1913,57.666,839,-18.54926,34.5,-,8.848697
151.25,188.2222,57.370,839.1,-19.47817,34.5,-,8.848697
151.3,187.2525,57.075,839.2,-19.47817,34.5,-,8.848697
151.35,186.2835,56.779,839.3,-19.47817,34.5,-,8.848697
151.4,185.314,56.484,839.4,-19.47817,34.5,-,8.848697
151.45,184.3452,56.188,839.5,-19.47817,34.5,-,8.848697
151.5,184.3452,56.188,839.5,-18.54926,34.5,-,8.848697
151.55,182.4073,55.598,839.7,-19.46366,34.5,-,8.848697
151.6,181.4388,55.303,839.8,-18.54926,34.5,-,8.848697
151.65,181.4388,55.303,839.8,-17.62034,34.5,-,8.848697
151.7,180.4698,55.007,839.9,-17.62034,34.5,-,8.848697
151.75,179.5015,54.712,840,-17.62034,34.5,-,8.848697
151.8,178.5333,54.417,840.1,-18.54926,34.5,-,8.848697
151.85,177.5645,54.122,840.2,-18.54926,34.5,-,8.848697
151.9,176.5965,53.827,840.3,-18.54926,34.5,-,8.848697
151.95,175.628,53.531,840.4,-19.47817,34.5,-,8.848697
152,174.6601,53.236,840.5,-18.56377,34.5,-,8.848697
152.05,173.6924,52.941,840.6,-18.56377,34.5,-,8.848697
152.1,172.7241,52.646,840.7,-18.56377,34.5,-,8.848697
152.15,171.7565,52.351,840.8,-18.54926,34.5,-,8.848697
152.2,170.7884,52.056,840.9,-18.54926,34.5,-,8.848697
152.25,169.821,51.761,841,-18.53474,34.5,-,8.848697
152.3,169.821,51.761,841,-17.60583,34.5,-,8.848697
152.35,168.8537,51.467,841.1,-17.59131,34.5,-,8.848697
152.4,167.8859,51.172,841.2,-17.59131,34.5,-,8.848697
152.45,166.9188,50.877,841.3,-17.5768,34.5,-,8.848697
152.5,166.9188,50.877,841.3,-16.64789,34.5,-,8.848697
152.55,165.9512,50.582,841.4,-17.56229,34.5,-,8.848697
152.6,164.9843,50.287,841.5,-16.63337,34.5,-,8.848697
152.65,163.0501,49.698,841.7,-17.54777,34.5,-,8.848697
152.7,162.0835,49.403,841.8,-18.46217,34.5,-,8.848697
152.75,161.1163,49.108,841.9,-18.44766,34.5,-,8.848697
152.8,161.1163,49.108,841.9,-17.51874,34.5,-,8.848697
152.85,160.1499,48.814,842,-17.50423,34.5,-,8.848697
152.9,160.1499,48.814,842,-16.57531,34.5,-,8.848697
152.95,159.1835,48.519,842.1,-16.5608,34.5,-,8.848697
153,157.2505,47.930,842.3,-17.4752,34.5,-,8.848697
153.05,156.2838,47.635,842.4,-17.46069,34.5,-,8.848697
153.1,155.3178,47.341,842.5,-17.44617,34.5,-,8.848697
153.15,154.3519,47.046,842.6,-17.43166,34.5,-,8.848697
153.2,153.3855,46.752,842.7,-17.43166,34.5,-,8.848697
153.25,152.4198,46.458,842.8,-17.41714,34.5,-,8.848697
153.3,151.4535,46.163,842.9,-17.41714,34.5,-,8.848697
153.35,150.488,45.869,843,-18.33154,34.5,-,8.848697
153.4,149.5226,45.574,843.1,-18.33154,34.5,-,8.848697
153.45,148.5566,45.280,843.2,-18.31703,34.5,-,8.848697
153.5,147.5914,44.986,843.3,-18.31703,34.5,-,8.848697
153.55,147.5914,44.986,843.3,-18.31703,34.5,-,8.848697
153.6,147.5914,44.986,843.3,-17.40263,34.5,-,8.848697
153.65,146.6256,44.691,843.4,-17.40263,34.5,-,8.848697
153.7,145.6606,44.397,843.5,-16.47371,34.5,-,8.848697
153.75,144.6956,44.103,843.6,-16.47371,34.5,-,8.848697
153.8,143.7301,43.809,843.7,-16.47371,34.5,-,8.848697
153.85,142.7653,43.515,843.8,-17.38811,34.5,-,8.848697
153.9,140.8354,42.927,844,-18.31703,34.5,-,8.848697
153.95,139.8709,42.633,844.1,-19.23143,34.5,-,8.848697
154,137.9416,42.045,844.3,-20.16034,34.5,-,8.848697
154.05,137.9416,42.045,844.3,-18.31703,34.5,-,8.848697
154.1,136.9767,41.750,844.4,-18.31703,34.5,-,8.848697
154.15,136.0126,41.457,844.5,-18.31703,34.5,-,8.848697
154.2,135.0486,41.163,844.6,-18.31703,34.5,-,8.848697
154.25,134.084,40.869,844.7,-18.31703,34.5,-,8.848697
154.3,133.1201,40.575,844.8,-18.31703,34.5,-,8.848697
154.35,133.1201,40.575,844.8,-17.40263,34.5,-,8.848697
154.4,132.1558,40.281,844.9,-17.40263,34.5,-,8.848697
154.45,131.1921,39.987,845,-17.40263,34.5,-,8.848697
154.5,130.2285,39.694,845.1,-17.40263,34.5,-,8.848697
154.55,129.2644,39.400,845.2,-17.40263,34.5,-,8.848697
154.6,127.3371,38.812,845.4,-19.23143,34.5,-,8.848697
154.65,126.3739,38.519,845.5,-20.14583,34.5,-,8.848697
154.7,125.4108,38.225,845.6,-20.14583,34.5,-,8.848697
154.75,124.4471,37.931,845.7,-20.14583,34.5,-,8.848697
154.8,123.4842,37.638,845.8,-20.14583,34.5,-,8.848697
154.85,122.5208,37.344,845.9,-20.14583,34.5,-,8.848697
154.9,121.558,37.051,846,-20.14583,34.5,-,8.848697
154.95,120.5953,36.757,846.1,-19.21691,34.5,-,8.848697
155,119.6322,36.464,846.2,-19.21691,34.5,-,8.848697
155.05,118.6697,36.171,846.3,-18.288,34.5,-,8.848697
155.1,117.7067,35.877,846.4,-19.2024,34.5,-,8.848697
155.15,117.7067,35.877,846.4,-18.288,34.5,-,8.848697
155.2,117.7067,35.877,846.4,-17.3736,34.5,-,8.848697
155.25,116.7444,35.584,846.5,-17.3736,34.5,-,8.848697
155.3,115.7822,35.290,846.6,-17.3736,34.5,-,8.848697
155.35,114.8195,34.997,846.7,-17.3736,34.5,-,8.848697
155.4,113.8575,34.704,846.8,-18.288,34.5,-,8.848697
155.45,111.9331,34.117,847,-19.2024,34.5,-,8.848697
155.5,110.9714,33.824,847.1,-19.2024,34.5,-,8.848697
155.55,109.0476,33.238,847.3,-20.1168,34.5,-,8.848697
155.6,109.0476,33.238,847.3,-19.2024,34.5,-,8.848697
155.65,108.0855,32.944,847.4,-18.288,34.5,-,8.848697
155.7,107.1241,32.651,847.5,-18.288,34.5,-,8.848697
155.75,106.1628,32.358,847.6,-18.288,34.5,-,8.848697
155.8,105.2011,32.065,847.7,-18.288,34.5,-,8.848697
155.85,104.24,31.772,847.8,-18.288,34.5,-,8.848697
155.9,103.2784,31.479,847.9,-18.288,34.5,-,8.848697
155.95,103.2784,31.479,847.9,-17.3736,34.5,-,8.848697
156,102.3174,31.186,848,-17.3736,34.5,-,8.848697
156.05,101.3566,30.893,848.1,-17.3736,34.5,-,8.848697
156.1,100.3953,30.600,848.2,-17.3736,34.5,-,8.848697
156.15,99.43465,30.308,848.3,-17.3736,34.5,-,8.848697
156.2,98.4735,30.015,848.4,-18.288,34.5,-,8.848697
156.25,97.51304,29.722,848.5,-19.2024,34.5,-,8.848697
156.3,96.55267,29.429,848.6,-19.2024,34.5,-,8.848697
156.35,95.5918,29.136,848.7,-19.2024,34.5,-,8.848697
156.4,94.63161,28.844,848.8,-19.2024,34.5,-,8.848697
156.45,93.67093,28.551,848.9,-19.2024,34.5,-,8.848697
156.5,93.67093,28.551,848.9,-17.3736,34.5,-,8.848697
156.55,91.75102,27.966,849.1,-18.288,34.5,-,8.848697
156.6,90.79061,27.673,849.2,-17.3736,34.5,-,8.848697
156.66,90.79061,27.673,849.2,-17.3736,34.5,-,8.848697
156.71,89.83089,27.380,849.3,-17.3736,34.5,-,8.848697
156.76,88.87066,27.088,849.4,-17.3736,34.5,-,8.848697
156.81,87.91112,26.795,849.5,-17.3736,34.5,-,8.848697
156.86,86.95166,26.503,849.6,-17.3736,34.5,-,8.848697
156.91,85.99171,26.210,849.7,-17.3736,34.5,-,8.848697
156.96,85.03243,25.918,849.8,-17.3736,34.5,-,8.848697
157.01,84.07267,25.625,849.9,-18.288,34.5,-,8.848697
157.06,83.11359,25.333,850,-18.288,34.5,-,8.848697
157.11,82.15458,25.041,850.1,-18.288,34.5,-,8.848697
157.16,81.1951,24.748,850.2,-18.288,34.5,-,8.848697
157.21,80.23628,24.456,850.3,-18.288,34.5,-,8.848697
157.26,79.27697,24.164,850.4,-18.288,34.5,-,8.848697
157.31,78.31834,23.871,850.5,-18.288,34.5,-,8.848697
157.36,77.35979,23.579,850.6,-18.288,34.5,-,8.848697
157.41,76.40076,23.287,850.7,-18.288,34.5,-,8.848697
157.46,74.48355,22.703,850.9,-19.2024,34.5,-,8.848697
157.51,73.52538,22.411,851,-19.2024,34.5,-,8.848697
157.56,72.56729,22.119,851.1,-20.1168,34.5,-,8.848697
157.61,71.60871,21.826,851.2,-19.2024,34.5,-,8.848697
157.66,70.6508,21.534,851.3,-19.2024,34.5,-,8.848697
157.71,69.69241,21.242,851.4,-20.1168,34.5,-,8.848697
157.76,68.73469,20.950,851.5,-20.1168,34.5,-,8.848697
157.81,67.77706,20.658,851.6,-20.1168,34.5,-,8.848697
157.86,66.81894,20.366,851.7,-20.1168,34.5,-,8.848697
157.91,65.86149,20.075,851.8,-20.1168,34.5,-,8.848697
157.96,65.86149,20.075,851.8,-19.2024,34.5,-,8.848697
158.01,64.90355,19.783,851.9,-19.2024,34.5,-,8.848697
158.06,63.94629,19.491,852,-19.2024,34.5,-,8.848697
158.11,63.94629,19.491,852,-18.288,34.5,-,8.848697
158.16,62.98911,19.199,852.1,-18.288,34.5,-,8.848697
158.21,62.03144,18.907,852.2,-18.288,34.5,-,8.848697
158.26,61.07445,18.615,852.3,-18.288,34.5,-,8.848697
158.31,60.11697,18.324,852.4,-18.288,34.5,-,8.848697
158.36,59.16016,18.032,852.5,-18.288,34.5,-,8.848697
158.41,58.20343,17.740,852.6,-18.288,34.5,-,8.848697
158.46,57.24622,17.449,852.7,-18.288,34.5,-,8.848697
158.51,57.24622,17.449,852.7,-16.4592,34.5,-,8.848697
158.56,55.33265,16.865,852.9,-17.3736,34.5,-,4.95916
158.61,53.42002,16.282,853.1,-18.288,34.5,-,4.95916
158.66,52.46327,15.991,853.2,-18.288,34.5,-,4.95916
158.71,50.55061,15.408,853.4,-19.2024,34.5,-,4.95916
158.76,49.59471,15.116,853.5,-19.2024,34.5,-,4.95916
158.81,48.63889,14.825,853.6,-19.2024,34.5,-,4.95916
158.86,47.68259,14.534,853.7,-19.2024,34.5,-,4.95916
158.91,46.72696,14.242,853.8,-19.2024,34.5,-,4.95916
158.96,45.77083,13.951,853.9,-19.2024,34.5,-,4.95916
159.01,45.77083,13.951,853.9,-19.2024,34.5,-,4.95916
159.06,45.77083,13.951,853.9,-18.288,34.5,-,4.95916
159.11,44.81538,13.660,854,-18.288,34.5,-,4.95916
159.16,43.86002,13.369,854.1,-19.2024,34.5,-,4.95916
159.21,42.90417,13.077,854.2,-19.2024,34.5,-,4.95916
159.26,41.949,12.786,854.3,-19.2024,34.5,-,4.95916
159.31,40.99332,12.495,854.4,-19.2024,34.5,-,4.95916
159.36,40.03833,12.204,854.5,-19.2024,34.5,-,4.95916
159.41,39.08342,11.913,854.6,-19.2024,34.5,-,4.95916
159.46,37.17329,11.330,854.8,-20.10228,34.5,-,4.95916
159.51,36.21808,11.039,854.9,-20.10228,34.4,-,3.306107
159.56,35.26353,10.748,855,-21.01668,34.4,-,3.306107
159.61,34.30908,10.457,855.1,-20.10228,34.4,-,3.306107
159.66,32.39986,9.875,855.3,-20.08777,34.4,-,3.306107
159.71,32.39986,9.875,855.3,-19.17337,34.4,-,3.306107
159.76,31.44509,9.584,855.4,-18.25897,34.4,-,3.306107
159.81,30.491,9.294,855.5,-18.25897,34.4,-,3.306107
159.86,29.537,9.003,855.6,-18.25897,34.4,-,3.306107
159.91,28.5825,8.712,855.7,-18.25897,34.4,-,3.306107
159.96,26.67437,8.130,855.9,-19.15886,34.4,-,3.306107
160.01,25.72072,7.840,856,-19.15886,34.4,-,3.306107
160.06,25.72072,7.840,856,-19.15886,34.4,-,3.306107
160.11,24.76717,7.549,856.1,-20.07326,34.4,-,3.306107
160.16,22.85976,6.968,856.3,-20.97314,34.4,-,3.306107
160.21,21.9059,6.677,856.4,-20.97314,34.4,-,3.306107
160.26,20.9527,6.386,856.5,-20.97314,34.4,-,3.306107
160.31,19.9996,6.096,856.6,-20.97314,34.4,-,3.306107
160.36,19.9996,6.096,856.6,-20.05874,34.4,-,3.306107
160.41,19.04601,5.805,856.7,-20.05874,34.4,-,3.306107
160.46,18.09309,5.515,856.8,-20.05874,34.4,-,3.306107
160.51,18.09309,5.515,856.8,-18.24446,34.4,-,3.306107
160.56,18.09309,5.515,856.8,-17.33006,34.4,-,3.306107
160.61,17.13968,5.224,856.9,-17.33006,34.4,-,3.306107
160.66,16.18694,4.934,857,-17.33006,34.4,-,3.306107
160.71,15.23429,4.643,857.1,-16.43017,34.4,-,3.306107
160.76,13.32868,4.063,857.3,-18.24446,34.4,-,3.306107
160.81,9.518531,2.901,857.7,-20.95863,34.4,-,3.306107
160.86,10.47122,3.192,857.6,-19.12983,34.4,-,3.306107
160.91,15.23429,4.643,857.1,-13.67246,34.4,-,3.306107
160.96,11.42342,3.482,857.5,-16.38663,34.4,-,3.306107
161.01,6.662157,2.031,858,-19.1008,34.4,-,3.306107
161.06,6.662157,2.031,858,-18.1864,34.4,-,3.306107
161.11,6.662157,2.031,858,-18.1864,34.4,-,3.306107
161.16,7.613998,2.321,857.9,-16.37211,34.4,-,3.306107
161.21,8.56651,2.611,857.8,-13.64343,34.4,-,3.306107
161.26,9.518531,2.901,857.7,-11.82914,34.4,-,3.306107
161.31,9.518531,2.901,857.7,-10.91474,34.4,-,3.306107
161.36,9.518531,2.901,857.7,-10.00034,34.4,-,3.306107
161.41,9.518531,2.901,857.7,-10.00034,34.4,-,3.306107
161.46,9.518531,2.901,857.7,-9.085943,34.4,-,3.306107
161.51,9.518531,2.901,857.7,-8.171543,,-,
161.56,9.518531,2.901,857.7,-8.171543,,-,
161.61,9.518531,2.901,857.7,-8.171543,,-,
161.66,9.518531,2.901,857.7,-7.257143,,-,
161.71,9.518531,2.901,857.7,-6.342743,,-,
161.76,9.518531,2.901,857.7,-5.428343,,-,
161.81,9.518531,2.901,857.7,-3.614057,,-,
161.86,10.47122,3.192,857.6,0.928914,,-,
161.91,10.47122,3.192,857.6,0.014514,,-,
161.96,10.47122,3.192,857.6,-4.528457,,-,
162.01,9.518531,2.901,857.7,-1.814286,,-,
162.06,9.518531,2.901,857.7,2.714171,,-,
162.11,10.47122,3.192,857.6,3.628572,,-,
162.16,10.47122,3.192,857.6,3.628572,,-,
162.21,10.47122,3.192,857.6,2.728686,,-,
162.26,10.47122,3.192,857.6,1.814286,,-,
162.31,12.37571,3.772,857.4,2.728686,,-,
162.36,14.28115,4.353,857.2,4.542972,,-,
162.41,17.13968,5.224,856.9,7.271657,,-,
162.46,19.04601,5.805,856.7,9.085943,,-,
