Time [s],Altitude [ft.],Altitude [m],Pressure [mBar],Velocity [m/s],Temperature [°C],Events,Voltages [V]
21.35,2814.568,857.880,601.3,21.72788,36.5,-,8.829249
21.4,2814.568,857.880,601.3,20.5232,36.5,-,8.829249
21.45,2813.298,857.493,601.4,16.90914,36.5,-,8.829249
21.5,2814.568,857.880,601.3,18.11383,36.5,-,8.829249
21.55,2813.298,857.493,601.4,14.49977,36.5,-,8.829249
21.6,2814.568,857.880,601.3,15.70446,36.5,-,8.829249
21.65,2814.568,857.880,601.3,14.49977,36.5,-,8.829249
21.7,2815.838,858.267,601.2,14.49977,36.5,-,8.829249
21.75,2815.838,858.267,601.2,13.29509,36.5,-,8.829249
21.8,2815.838,858.267,601.2,13.29509,36.5,-,8.829249
21.85,2817.108,858.655,601.1,13.29509,36.5,-,8.829249
21.9,2817.108,858.655,601.1,12.0904,36.5,-,8.829249
21.95,2818.377,859.041,601,163.0244,36.5,-,8.829249
22,2818.377,859.041,601,63.87737,36.5,-,8.829249
22.05,2818.377,859.041,601,-159.8894,36.5,-,8.829249
22.1,2818.377,859.041,601,-157.4219,36.5,-,8.829249
22.15,2819.647,859.428,600.9,-57.05566,36.5,-,8.829249
22.2,2819.647,859.428,600.9,-19.39108,36.5,-,8.829249
22.25,2819.647,859.428,600.9,-9.695542,36.5,-,8.829249
22.3,2820.918,859.816,600.8,-1.233714,36.5,-,8.829249
22.35,2820.918,859.816,600.8,3.599543,36.5,-,8.829249
22.4,2820.918,859.816,600.8,6.023428,36.5,-,8.829249
22.45,2820.918,859.816,600.8,6.023428,36.5,-,8.829249
22.5,2820.918,859.816,600.8,7.228114,36.5,-,8.829249
22.55,2820.918,859.816,600.8,6.023428,36.5,-,8.848697
22.6,2820.918,859.816,600.8,7.228114,36.5,-,8.848697
22.65,2820.918,859.816,600.8,6.023428,36.5,-,8.848697
22.7,2820.918,859.816,600.8,6.023428,36.5,-,8.848697
22.75,2820.918,859.816,600.8,4.818743,36.5,-,8.848697
22.8,2822.189,860.203,600.7,6.023428,36.5,-,8.848697
22.85,2820.918,859.816,600.8,4.818743,36.5,-,8.848697
22.9,2820.918,859.816,600.8,3.614057,36.5,-,8.848697
22.95,2820.918,859.816,600.8,3.614057,36.5,-,8.848697
23,2820.918,859.816,600.8,2.409371,36.5,-,8.848697
23.05,2820.918,859.816,600.8,2.409371,36.5,-,8.848697
23.1,2820.918,859.816,600.8,2.409371,36.5,-,8.848697
23.15,2820.918,859.816,600.8,2.409371,36.5,-,8.848697
23.2,2820.918,859.816,600.8,1.204686,36.5,-,8.848697
23.25,2820.918,859.816,600.8,1.204686,36.5,-,8.848697
23.3,2820.918,859.816,600.8,1.204686,36.5,-,8.848697
23.35,2820.918,859.816,600.8,0,36.5,-,8.848697
23.4,2820.918,859.816,600.8,0,36.5,-,8.848697
23.45,2819.647,859.428,600.9,-1.204686,36.5,-,8.848697
23.5,2819.647,859.428,600.9,-1.204686,36.5,-,8.848697
23.55,2819.647,859.428,600.9,-1.204686,36.5,-,8.848697
23.6,2819.647,859.428,600.9,-1.204686,36.5,-,8.848697
23.65,2818.377,859.041,601,-2.409371,36.5,-,8.848697
23.7,2818.377,859.041,601,-2.409371,36.5,-,8.848697
23.75,2818.377,859.041,601,-2.409371,36.5,-,8.848697
23.8,2818.377,859.041,601,-2.409371,36.5,-,8.848697
23.85,2817.108,858.655,601.1,-4.818743,36.5,-,8.848697
23.9,2817.108,858.655,601.1,-3.614057,36.5,-,8.848697
23.95,2817.108,858.655,601.1,-3.614057,36.5,-,8.848697
24,2815.838,858.267,601.2,-4.818743,36.5,-,8.848697
24.05,2815.838,858.267,601.2,-4.818743,36.5,-,8.848697
24.1,2814.568,857.880,601.3,-6.023428,36.5,-,8.848697
24.15,2814.568,857.880,601.3,-6.023428,36.5,-,8.848697
24.2,2814.568,857.880,601.3,-6.023428,36.5,-,8.848697
24.25,2813.298,857.493,601.4,-7.228114,36.5,-,8.848697
24.3,2813.298,857.493,601.4,-7.228114,36.5,-,8.848697
24.35,2812.029,857.106,601.5,-8.432799,36.5,-,8.848697
24.4,2810.76,856.720,601.6,-9.637486,36.5,-,8.848697
24.45,2810.76,856.720,601.6,-9.637486,36.5,-,8.848697
24.5,2810.76,856.720,601.6,-8.432799,36.5,-,8.848697
24.55,2809.491,856.333,601.7,-9.637486,36.5,-,8.848697
24.6,2808.222,855.946,601.8,-10.84217,36.5,-,8.848697
24.65,2808.222,855.946,601.8,-10.84217,36.5,-,8.848697
24.7,2806.953,855.559,601.9,-10.84217,36.5,-,8.848697
24.75,2806.953,855.559,601.9,-10.84217,36.5,-,8.848697
24.8,2805.685,855.173,602,-12.04686,36.5,-,8.848697
24.85,2805.685,855.173,602,-12.04686,36.5,Drogue,8.848697
24.9,2804.417,854.786,602.1,-12.04686,36.5,-,8.848697
24.95,2803.148,854.400,602.2,-13.25154,36.5,-,8.848697
25,2803.148,854.400,602.2,-13.25154,36.5,-,8.848697
25.05,2803.148,854.400,602.2,-12.04686,36.5,-,8.848697
25.1,2801.881,854.013,602.3,-13.25154,36.5,-,8.848697
25.15,2801.881,854.013,602.3,-12.04686,36.5,-,8.848697
25.2,2801.881,854.013,602.3,-12.04686,36.5,-,8.848697
25.25,2801.881,854.013,602.3,-12.04686,36.5,-,8.848697
25.3,2801.881,854.013,602.3,-10.84217,36.5,-,8.848697
25.35,2801.881,854.013,602.3,-10.84217,36.5,-,8.848697
25.4,2803.148,854.400,602.2,-8.432799,36.5,-,8.848697
25.45,2803.148,854.400,602.2,-7.228114,36.5,-,8.848697
25.5,2806.953,855.559,601.9,-3.599543,36.5,-,8.848697
25.55,2809.491,856.333,601.7,-1.175657,36.5,-,8.848697
25.6,2806.953,855.559,601.9,-2.394857,36.5,-,8.848697
25.65,2805.685,855.173,602,-2.394857,36.5,-,8.848697
25.7,2804.417,854.786,602.1,-3.599543,36.5,-,8.848697
25.75,2804.417,854.786,602.1,-2.394857,36.5,-,8.848697
25.8,2806.953,855.559,601.9,0.014514,36.5,-,8.848697
25.85,2808.222,855.946,601.8,2.423886,36.5,-,8.848697
25.9,2806.953,855.559,601.9,1.2192,36.5,-,8.848697
25.95,2808.222,855.946,601.8,3.628572,36.5,-,8.848697
26,2814.568,857.880,601.3,10.8712,36.5,-,8.848697
26.05,2819.647,859.428,600.9,15.70446,36.5,-,8.848697
26.1,2819.647,859.428,600.9,15.70446,36.5,-,8.848697
26.15,2815.838,858.267,601.2,13.28057,36.5,-,8.848697
26.2,2803.148,854.400,602.2,1.190171,36.5,-,8.848697
26.25,2795.543,852.082,602.8,-6.052457,36.5,-,8.848697
26.3,2793.01,851.309,603,-8.461828,36.5,-,8.848697
26.35,2793.01,851.309,603,-8.461828,36.5,-,8.848697
26.4,2794.276,851.695,602.9,-7.257143,36.5,-,8.848697
26.45,2791.743,850.923,603.1,-10.8712,36.5,-,8.848697
26.5,2787.944,849.765,603.4,-14.48526,36.5,-,8.848697
26.55,2782.881,848.222,603.8,-22.93257,36.5,-,8.848697
26.6,2779.086,847.065,604.1,-28.97051,36.5,-,8.848697
26.65,2776.557,846.295,604.3,-28.956,36.5,-,8.848697
26.7,2774.028,845.524,604.5,-30.16068,36.5,-,8.848697
26.75,2771.5,844.753,604.7,-31.36537,36.5,-,8.848697
26.8,2768.972,843.983,604.9,-33.77474,36.5,-,8.848697
26.85,2766.447,843.213,605.1,-38.59349,36.5,-,8.848697
26.9,2763.92,842.443,605.3,-42.20754,36.5,-,8.848697
26.95,2761.395,841.673,605.5,-43.41223,36.5,-,8.848697
27,2757.609,840.519,605.8,-48.21645,36.5,-,8.848697
27.05,2752.562,838.981,606.2,-59.05862,36.5,-,8.848697
27.1,2750.04,838.212,606.4,-66.30125,36.5,-,8.848697
27.15,2751.301,838.597,606.3,-65.09657,36.5,-,8.848697
27.2,2750.04,838.212,606.4,-62.67268,36.5,-,8.848697
27.25,2748.779,837.828,606.5,-51.78697,36.5,-,8.848697
27.3,2743.737,836.291,606.9,-49.34857,36.5,-,8.848697
27.35,2741.218,835.523,607.1,-49.33406,36.5,-,8.848697
27.4,2739.957,835.139,607.2,-50.53874,36.5,-,8.848697
27.45,2737.438,834.371,607.4,-54.13828,36.5,-,8.848697
27.5,2736.179,833.987,607.5,-52.9336,36.5,-,8.848697
27.55,2734.921,833.604,607.6,-50.52423,36.5,-,8.848697
27.6,2733.661,833.220,607.7,-46.91017,36.5,-,8.848697
27.65,2733.661,833.220,607.7,-43.29612,36.5,-,8.848697
27.7,2732.403,832.836,607.8,-42.09143,36.5,-,8.848697
27.75,2731.144,832.453,607.9,-40.88674,36.5,-,8.848697
27.8,2728.628,831.686,608.1,-40.87223,36.5,-,8.848697
27.85,2726.112,830.919,608.3,-40.85772,36.5,-,8.848697
27.9,2724.854,830.535,608.4,-39.65303,36.5,-,8.848697
27.95,2724.854,830.535,608.4,-37.24366,36.5,-,8.848697
28,2723.597,830.152,608.5,-36.02446,36.5,-,8.848697
28.05,2722.34,829.769,608.6,-33.61509,36.5,-,8.848697
28.1,2721.082,829.386,608.7,-30.01554,36.5,-,8.848697
28.15,2719.825,829.003,608.8,-28.79634,36.5,-,8.848697
28.2,2717.312,828.237,609,-32.39589,36.5,-,8.848697
28.25,2717.312,828.237,609,-31.1912,36.5,-,8.848697
28.3,2716.055,827.854,609.1,-31.17669,36.5,-,8.848697
28.35,2716.055,827.854,609.1,-26.37246,36.5,-,8.848697
28.4,2716.055,827.854,609.1,-23.9776,36.5,-,8.848697
28.45,2714.799,827.471,609.2,-23.96309,36.5,-,8.848697
28.5,2716.055,827.854,609.1,-20.37806,36.5,-,8.848697
28.55,2717.312,828.237,609,-17.9832,36.5,-,8.848697
28.6,2714.799,827.471,609.2,-19.17337,36.5,-,8.848697
28.65,2709.775,825.939,609.6,-22.7584,36.5,-,8.848697
28.7,2706.009,824.792,609.9,-26.34343,36.5,-,8.848697
28.75,2703.5,824.027,610.1,-27.5336,36.5,-,8.848697
28.8,2700.99,823.262,610.3,-28.72377,36.5,-,8.848697
28.85,2700.99,823.262,610.3,-26.32891,36.5,-,8.848697
28.9,2699.736,822.880,610.4,-25.12423,36.5,-,8.848697
28.95,2698.482,822.497,610.5,-25.10971,36.5,-,8.848697
29,2697.228,822.115,610.6,-26.29988,36.5,-,8.848697
29.05,2695.974,821.733,610.7,-26.29988,36.5,-,8.848697
29.1,2694.72,821.351,610.8,-26.29988,36.5,-,8.848697
29.15,2693.466,820.968,610.9,-26.28537,36.5,-,8.848697
29.2,2693.466,820.968,610.9,-25.0952,36.5,-,8.848697
29.25,2692.213,820.587,611,-23.89051,36.5,-,8.848697
29.3,2690.961,820.205,611.1,-25.08068,36.5,-,8.848697
29.35,2689.707,819.823,611.2,-25.08068,36.5,-,8.848697
29.4,2688.454,819.441,611.3,-26.27086,36.5,-,8.848697
29.45,2687.201,819.059,611.4,-27.46103,36.5,-,8.848697
29.5,2684.697,818.296,611.6,-28.6512,36.5,-,8.848697
29.55,2683.445,817.914,611.7,-31.03154,36.5,-,8.848697
29.6,2682.193,817.532,611.8,-33.41188,36.5,-,8.848697
29.65,2680.94,817.151,611.9,-32.2072,36.5,-,8.848697
29.7,2679.689,816.769,612,-28.60765,36.5,-,8.848697
29.75,2679.689,816.769,612,-25.02263,36.5,-,8.848697
29.8,2678.438,816.388,612.1,-23.81794,36.5,-,8.848697
29.85,2677.186,816.006,612.2,-22.61326,36.5,-,8.848697
29.9,2675.935,815.625,612.3,-23.80343,36.5,-,8.848697
29.95,2674.684,815.244,612.4,-23.80343,36.5,-,8.848697
30,2673.433,814.862,612.5,-23.80343,36.5,-,8.848697
30.05,2670.932,814.100,612.7,-24.9936,36.5,-,8.848697
30.1,2670.932,814.100,612.7,-23.80343,36.5,-,8.848697
30.15,2669.682,813.719,612.8,-23.80343,36.5,-,8.848697
30.2,2668.431,813.338,612.9,-23.80343,36.5,-,8.848697
30.25,2665.932,812.576,613.1,-26.18377,36.5,-,8.848697
30.3,2665.932,812.576,613.1,-24.9936,36.5,-,8.848697
30.35,2664.682,812.195,613.2,-24.9936,36.5,-,8.848697
30.4,2664.682,812.195,613.2,-23.80343,36.5,-,8.848697
30.45,2663.433,811.814,613.3,-23.80343,36.5,-,8.848697
30.5,2663.433,811.814,613.3,-22.61326,36.5,-,8.848697
30.55,2662.183,811.433,613.4,-21.42308,36.5,-,8.868145
30.6,2662.183,811.433,613.4,-20.23291,36.5,-,8.868145
30.65,2662.183,811.433,613.4,-19.04274,36.5,-,8.868145
30.7,2659.685,810.672,613.6,-20.23291,36.5,-,8.868145
30.75,2658.436,810.291,613.7,-20.23291,36.5,-,8.868145
30.8,2655.938,809.530,613.9,-22.61326,36.5,-,8.868145
30.85,2654.69,809.150,614,-22.61326,36.5,-,8.868145
30.9,2653.442,808.769,614.1,-22.61326,36.5,-,8.868145
30.95,2652.194,808.389,614.2,-22.61326,36.5,-,8.868145
31,2650.946,808.008,614.3,-22.61326,36.5,-,8.868145
31.05,2650.946,808.008,614.3,-21.42308,36.5,-,8.868145
31.1,2648.451,807.248,614.5,-21.42308,36.5,-,8.868145
31.15,2647.204,806.868,614.6,-22.61326,36.5,-,8.868145
31.2,2645.956,806.487,614.7,-22.61326,36.5,-,8.868145
31.25,2644.709,806.107,614.8,-22.61326,36.5,-,8.868145
31.3,2643.462,805.727,614.9,-21.42308,36.5,-,8.868145
31.35,2642.216,805.347,615,-22.61326,36.5,-,8.868145
31.4,2640.969,804.967,615.1,-22.61326,36.5,-,8.868145
31.45,2639.722,804.587,615.2,-23.80343,36.5,-,8.868145
31.5,2639.722,804.587,615.2,-22.61326,36.5,-,8.848697
31.55,2638.476,804.207,615.3,-23.80343,36.5,-,8.848697
31.6,2637.23,803.828,615.4,-23.80343,36.5,-,8.848697
31.65,2634.739,803.068,615.6,-26.16926,36.5,-,8.848697
31.7,2633.493,802.689,615.7,-27.35943,36.5,-,8.848697
31.75,2632.248,802.309,615.8,-26.16926,36.5,-,8.848697
31.8,2631.002,801.929,615.9,-26.16926,36.5,-,8.848697
31.85,2629.757,801.550,616,-24.97908,36.5,-,8.848697
31.9,2628.513,801.171,616.1,-24.97908,36.5,-,8.848697
31.95,2627.267,800.791,616.2,-24.97908,36.5,-,8.848697
32,2626.023,800.412,616.3,-24.97908,36.5,-,8.848697
32.05,2626.023,800.412,616.3,-23.78891,36.5,-,8.848697
32.1,2624.778,800.032,616.4,-24.97908,36.5,-,8.848697
32.15,2623.534,799.653,616.5,-23.78891,36.5,-,8.848697
32.2,2622.291,799.274,616.6,-23.78891,36.5,-,8.848697
32.25,2621.046,798.895,616.7,-23.78891,36.5,-,8.848697
32.3,2621.046,798.895,616.7,-22.59874,36.5,-,8.848697
32.35,2619.802,798.516,616.8,-22.59874,36.5,-,8.848697
32.4,2619.802,798.516,616.8,-21.40857,36.5,-,8.848697
32.45,2618.558,798.136,616.9,-21.40857,36.5,-,8.848697
32.5,2618.558,798.136,616.9,-20.2184,36.5,-,8.848697
32.55,2617.315,797.758,617,-21.40857,36.4,-,8.848697
32.6,2614.829,797.000,617.2,-22.58423,36.4,-,8.848697
32.65,2613.586,796.621,617.3,-22.58423,36.4,-,8.848697
32.7,2612.343,796.242,617.4,-21.40857,36.4,-,8.848697
32.75,2611.1,795.863,617.5,-21.40857,36.4,-,8.848697
32.8,2608.615,795.106,617.7,-22.58423,36.4,-,8.848697
32.85,2607.374,794.728,617.8,-22.56972,36.4,-,8.848697
32.9,2606.131,794.349,617.9,-22.56972,36.4,-,8.848697
32.95,2606.131,794.349,617.9,-21.37954,36.4,-,8.848697
33,2604.89,793.970,618,-21.36503,36.4,-,8.848697
33.05,2604.89,793.970,618,-20.17486,36.4,-,8.848697
33.1,2603.648,793.592,618.1,-21.35052,36.4,-,8.848697
33.15,2602.406,793.213,618.2,-21.336,36.4,-,8.848697
33.2,2602.406,793.213,618.2,-20.14583,36.4,-,8.848697
33.25,2602.406,793.213,618.2,-18.95566,36.4,-,8.848697
33.3,2602.406,793.213,618.2,-17.76549,36.4,-,8.848697
33.35,2602.406,793.213,618.2,-17.76549,36.4,-,8.848697
33.4,2599.924,792.457,618.4,-18.94114,36.4,-,8.848697
33.45,2597.442,791.700,618.6,-21.30697,36.4,-,8.848697
33.5,2594.961,790.944,618.8,-22.48263,36.4,-,8.848697
33.55,2593.72,790.566,618.9,-23.65829,36.4,-,8.848697
33.6,2592.48,790.188,619,-23.64377,36.4,-,8.848697
33.65,2591.24,789.810,619.1,-22.4536,36.4,-,8.848697
33.7,2588.761,789.054,619.3,-23.62926,36.4,-,8.848697
33.75,2587.521,788.676,619.4,-23.61474,36.4,-,8.848697
33.8,2586.282,788.299,619.5,-23.60023,36.4,-,8.848697
33.85,2585.043,787.921,619.6,-22.41006,36.4,-,8.848697
33.9,2583.803,787.543,619.7,-22.41006,36.4,-,8.848697
33.95,2582.565,787.166,619.8,-22.39554,36.4,-,8.848697
34,2582.565,787.166,619.8,-22.39554,36.4,-,8.848697
34.05,2581.325,786.788,619.9,-22.39554,36.4,-,8.848697
34.1,2581.325,786.788,619.9,-22.39554,36.4,-,8.848697
34.15,2580.087,786.411,620,-22.39554,36.4,-,8.848697
34.2,2578.849,786.033,620.1,-22.39554,36.4,-,8.848697
34.25,2577.61,785.656,620.2,-23.5712,36.4,-,8.848697
34.3,2576.373,785.278,620.3,-24.74686,36.4,-,8.848697
34.35,2575.134,784.901,620.4,-25.92251,36.4,-,8.848697
34.4,2573.897,784.524,620.5,-27.09817,36.4,-,8.848697
34.45,2572.659,784.146,620.6,-25.908,36.4,-,8.848697
34.5,2571.421,783.769,620.7,-24.71783,36.4,-,8.848697
34.55,2570.185,783.392,620.8,-23.52766,36.4,-,8.868145
34.6,2568.947,783.015,620.9,-23.52766,36.4,-,8.868145
34.65,2568.947,783.015,620.9,-22.352,36.4,-,8.868145
34.7,2568.947,783.015,620.9,-21.17634,36.4,-,8.868145
34.75,2567.71,782.638,621,-19.98617,36.4,-,8.868145
34.8,2566.474,782.261,621.1,-19.98617,36.4,-,8.868145
34.85,2565.237,781.884,621.2,-19.98617,36.4,-,8.868145
34.9,2564,781.507,621.3,-19.98617,36.4,-,8.868145
34.95,2562.764,781.130,621.4,-19.98617,36.4,-,8.868145
35,2561.528,780.754,621.5,-19.98617,36.4,-,8.868145
35.05,2560.292,780.377,621.6,-21.16183,36.4,-,8.868145
35.1,2557.821,779.624,621.8,-22.33748,36.4,-,8.868145
35.15,2556.584,779.247,621.9,-23.51314,36.4,-,8.868145
35.2,2555.349,778.870,622,-23.51314,36.4,-,8.868145
35.25,2554.115,778.494,622.1,-23.51314,36.4,-,8.868145
35.3,2552.879,778.118,622.2,-23.51314,36.4,-,8.868145
35.35,2551.645,777.741,622.3,-23.51314,36.4,-,8.868145
35.4,2550.409,777.365,622.4,-23.51314,36.4,-,8.868145
35.45,2550.409,777.365,622.4,-22.33748,36.4,-,8.868145
35.5,2549.175,776.989,622.5,-22.33748,36.4,-,8.848697
35.55,2547.941,776.612,622.6,-22.33748,36.4,-,8.848697
35.6,2547.941,776.612,622.6,-21.16183,36.4,-,8.848697
35.65,2546.706,776.236,622.7,-21.16183,36.4,-,8.848697
35.7,2545.472,775.860,622.8,-22.33748,36.4,-,8.848697
35.75,2544.238,775.484,622.9,-23.51314,36.4,-,8.848697
35.8,2541.771,774.732,623.1,-24.6888,36.4,-,8.848697
35.85,2541.771,774.732,623.1,-23.51314,36.4,-,8.848697
35.9,2539.304,773.980,623.3,-24.6888,36.4,-,8.848697
35.95,2538.071,773.604,623.4,-24.6888,36.4,-,8.848697
36,2538.071,773.604,623.4,-23.51314,36.4,-,8.848697
36.05,2536.838,773.228,623.5,-23.51314,36.4,-,8.848697
36.1,2535.606,772.853,623.6,-23.51314,36.4,-,8.848697
36.15,2534.373,772.477,623.7,-22.33748,36.4,-,8.848697
36.2,2531.908,771.726,623.9,-23.51314,36.4,-,8.848697
36.25,2530.676,771.350,624,-23.51314,36.4,-,8.848697
36.3,2529.444,770.975,624.1,-23.51314,36.4,-,8.848697
36.35,2529.444,770.975,624.1,-22.33748,36.4,-,8.848697
36.4,2528.212,770.599,624.2,-22.33748,36.4,-,8.848697
36.45,2526.981,770.224,624.3,-22.33748,36.4,-,8.848697
36.5,2526.981,770.224,624.3,-22.33748,36.4,-,8.848697
36.55,2525.749,769.848,624.4,-22.33748,36.4,-,8.848697
36.6,2525.749,769.848,624.4,-21.16183,36.4,-,8.848697
36.65,2523.287,769.098,624.6,-23.51314,36.4,-,8.848697
36.7,2523.287,769.098,624.6,-22.33748,36.4,-,8.848697
36.75,2522.055,768.722,624.7,-22.33748,36.4,-,8.848697
36.8,2520.824,768.347,624.8,-22.33748,36.4,-,8.848697
36.85,2519.594,767.972,624.9,-21.16183,36.4,-,8.848697
36.9,2518.363,767.597,625,-22.33748,36.4,-,8.848697
36.95,2515.902,766.847,625.2,-22.32297,36.4,-,8.848697
37,2514.673,766.472,625.3,-22.32297,36.4,-,8.848697
37.05,2514.673,766.472,625.3,-22.32297,36.4,-,8.848697
37.1,2513.442,766.097,625.4,-22.32297,36.4,-,8.848697
37.15,2512.213,765.723,625.5,-22.32297,36.4,-,8.848697
37.2,2510.983,765.348,625.6,-22.32297,36.4,-,8.848697
37.25,2509.753,764.973,625.7,-21.14731,36.4,-,8.848697
37.3,2508.524,764.598,625.8,-21.14731,36.4,-,8.848697
37.35,2506.066,763.849,626,-22.30846,36.4,-,8.848697
37.4,2504.838,763.475,626.1,-23.48411,36.4,-,8.848697
37.45,2503.609,763.100,626.2,-23.48411,36.4,-,8.848697
37.5,2502.381,762.726,626.3,-23.48411,36.4,-,8.848697
37.55,2502.381,762.726,626.3,-23.48411,36.4,-,8.848697
37.6,2501.152,762.351,626.4,-23.48411,36.4,-,8.848697
37.65,2499.924,761.977,626.5,-24.65977,36.4,-,8.848697
37.7,2498.696,761.603,626.6,-23.48411,36.4,-,8.848697
37.75,2497.468,761.228,626.7,-24.65977,36.4,-,8.848697
37.8,2497.468,761.228,626.7,-23.48411,36.4,-,8.848697
37.85,2496.24,760.854,626.8,-23.48411,36.4,-,8.848697
37.9,2495.012,760.480,626.9,-23.48411,36.4,-,8.848697
37.95,2495.012,760.480,626.9,-22.30846,36.4,-,8.848697
38,2495.012,760.480,626.9,-19.97166,36.4,-,8.848697
38.05,2493.785,760.106,627,-19.97166,36.4,-,8.848697
38.1,2492.559,759.732,627.1,-21.14731,36.4,-,8.848697
38.15,2491.331,759.358,627.2,-21.14731,36.4,-,8.848697
38.2,2490.104,758.984,627.3,-21.1328,36.4,-,8.848697
38.25,2487.651,758.236,627.5,-22.29394,36.4,-,8.848697
38.3,2486.425,757.862,627.6,-22.27943,36.4,-,8.848697
38.35,2483.972,757.115,627.8,-23.44057,36.4,-,8.848697
38.4,2482.746,756.741,627.9,-22.26492,36.4,-,8.848697
38.45,2481.521,756.368,628,-22.2504,36.4,-,8.848697
38.5,2480.295,755.994,628.1,-22.23588,36.4,-,8.848697
38.55,2479.069,755.620,628.2,-22.22137,36.3,-,8.848697
38.6,2477.844,755.247,628.3,-23.38251,36.3,-,8.848697
38.65,2477.844,755.247,628.3,-22.20686,36.3,-,8.848697
38.7,2476.619,754.873,628.4,-22.19234,36.3,-,8.848697
38.75,2476.619,754.873,628.4,-21.01668,36.3,-,8.848697
38.8,2476.619,754.873,628.4,-19.84103,36.3,-,8.848697
38.85,2475.394,754.500,628.5,-21.00217,36.3,-,8.848697
38.9,2475.394,754.500,628.5,-19.82652,36.3,-,8.848697
38.95,2472.944,753.753,628.7,-20.98766,36.3,-,8.848697
39,2472.944,753.753,628.7,-20.98766,36.3,-,8.848697
39.05,2471.72,753.380,628.8,-22.1488,36.3,-,8.848697
39.1,2470.495,753.007,628.9,-22.13428,36.3,-,8.848697
39.15,2469.271,752.634,629,-22.11977,36.3,-,8.848697
39.2,2468.047,752.261,629.1,-22.10526,36.3,-,8.848697
39.25,2468.047,752.261,629.1,-20.94411,36.3,-,8.848697
39.3,2466.823,751.888,629.2,-19.76846,36.3,-,8.848697
39.35,2465.6,751.515,629.3,-19.76846,36.3,-,8.848697
39.4,2464.376,751.142,629.4,-18.5928,36.3,-,8.848697
39.45,2461.929,750.396,629.6,-19.76846,36.3,-,8.848697
39.5,2460.706,750.023,629.7,-19.76846,36.3,-,8.848697
39.55,2459.483,749.650,629.8,-19.76846,36.3,-,8.848697
39.6,2458.26,749.278,629.9,-19.76846,36.3,-,8.848697
39.65,2457.038,748.905,630,-19.76846,36.3,-,8.848697
39.7,2455.815,748.532,630.1,-20.9296,36.3,-,8.848697
39.75,2454.593,748.160,630.2,-20.9296,36.3,-,8.848697
39.8,2453.371,747.787,630.3,-22.09074,36.3,-,8.848697
39.85,2452.148,747.415,630.4,-23.25188,36.3,-,8.848697
39.9,2450.927,747.043,630.5,-23.25188,36.3,-,8.848697
39.95,2449.706,746.670,630.6,-24.41303,36.3,-,8.848697
40,2448.483,746.298,630.7,-23.23737,36.3,-,8.848697
40.05,2447.262,745.925,630.8,-24.39851,36.3,-,8.848697
40.1,2446.041,745.553,630.9,-24.39851,36.3,-,8.848697
40.15,2444.82,745.181,631,-24.39851,36.3,-,8.848697
40.2,2443.599,744.809,631.1,-24.39851,36.3,-,8.848697
40.25,2442.378,744.437,631.2,-24.39851,36.3,-,8.848697
40.3,2442.378,744.437,631.2,-24.39851,36.3,-,8.848697
40.35,2441.158,744.065,631.3,-24.39851,36.3,-,8.848697
40.4,2439.937,743.693,631.4,-24.39851,36.3,-,8.848697
40.45,2438.717,743.321,631.5,-24.39851,36.3,-,8.848697
40.5,2436.277,742.577,631.7,-24.384,36.3,-,8.848697
40.55,2435.057,742.205,631.8,-24.384,36.3,-,8.868145
40.6,2435.057,742.205,631.8,-23.22286,36.3,-,8.868145
40.65,2435.057,742.205,631.8,-22.06171,36.3,-,8.868145
40.7,2433.837,741.834,631.9,-22.06171,36.3,-,8.868145
40.75,2432.618,741.462,632,-22.06171,36.3,-,8.868145
40.8,2432.618,741.462,632,-20.90057,36.3,-,8.868145
40.85,2431.399,741.090,632.1,-20.90057,36.3,-,8.868145
40.9,2430.179,740.719,632.2,-20.90057,36.3,-,8.868145
40.95,2428.96,740.347,632.3,-20.90057,36.3,-,8.868145
41,2427.741,739.975,632.4,-20.90057,36.3,-,8.868145
41.05,2425.304,739.233,632.6,-22.06171,36.3,-,8.868145
41.1,2424.085,738.861,632.7,-22.06171,36.3,-,8.868145
41.15,2422.868,738.490,632.8,-22.06171,36.3,-,8.868145
41.2,2421.649,738.119,632.9,-22.06171,36.3,-,8.868145
41.25,2420.431,737.747,633,-22.06171,36.3,-,8.868145
41.3,2419.214,737.376,633.1,-22.06171,36.3,-,8.868145
41.35,2417.996,737.005,633.2,-23.22286,36.3,-,8.868145
41.4,2416.779,736.634,633.3,-23.22286,36.3,-,8.868145
41.45,2416.779,736.634,633.3,-22.06171,36.3,-,8.868145
41.5,2415.561,736.263,633.4,-22.06171,36.3,-,8.848697
41.55,2415.561,736.263,633.4,-19.73943,36.3,-,8.848697
41.6,2413.127,735.521,633.6,-20.90057,36.3,-,8.848697
41.65,2413.127,735.521,633.6,-20.90057,36.3,-,8.848697
41.7,2411.91,735.150,633.7,-22.06171,36.3,-,8.848697
41.75,2410.694,734.780,633.8,-22.06171,36.3,-,8.848697
41.8,2409.477,734.409,633.9,-22.06171,36.3,-,8.848697
41.85,2408.26,734.038,634,-23.22286,36.3,-,8.848697
41.9,2408.26,734.038,634,-22.06171,36.3,-,8.848697
41.95,2408.26,734.038,634,-20.90057,36.3,-,8.848697
42,2405.828,733.296,634.2,-22.06171,36.3,-,8.848697
42.05,2404.612,732.926,634.3,-22.06171,36.3,-,8.848697
